settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
38,81.76,2.206,21.122,29.12,21.548,1.396,3.96,16.154,62.208,72.694,89.246,83.204,12.606,34.282,27.066,5.874,5.644,71.184,-60.868,238.75,-1.8,291.4,25.8,408.96,10.674,45.2,31.936,93.5,-8.064,230.202,-4.158,0,-1.972,0.344,3.312,-0.008,2.68,31.58,4.86,1.67,-4.19,105.448,86.146,98.392,93.498,-2.9,-0.8,-1.4,289.7,300.1,0,299.1,300.1,3.38,61.38,33.712,-0.162,0,0,0,0,456.02,592.796,0,0,0,33.542,40.65,328.67,338.286,5.2,415.006,24.128,24.04,24.06,26.746,51.48,20.238,20.992,90.392,90.354,88.74,89.32,16.338,148.6,147.9,-1.094,-0.052,85.768,85.6,85.92,86.56,98.74,10.672,-0.026,96.24,57.06,34.484,19.728,-0.6,0,391.7,0,0,147.246,127.67,149.71,8.326,13.066,142,141.86,141.82,138.34,-0.002,0,0,-0.012,0,-0.004,56.38,14.772,503.616,398.496,-57.48,651.104,634.28,106.894,109.756,396.292,393.46,396.17,429.994,435.974,415.118,41.44,587.392,585.784,355.506,-50.032,-2.95,5.65,-4.14,-0.794,-0.16,26.21,34.482,-0.832,-0.618,153.312,3.294,0.38,-0.038,-1,141.78,133.96,133.84,156.5,-2.32,-0.08,127.968,137.008,-4.112,1.952,14.62,24.438,218.218,226.92,184.458,-5,4.806,14.746,95.59,0,422.8,434.2,416.8,419.4,424,0.06,201.06,278.818,271.008,194.218,197.612,-2.4,67.622,80.192,-2.07,45.074,29.196,352.1,168.6,-0.6,-38.56,-2.978,-1.628,-0.248,0,0,37.674,0,15.632,27.548,-3.144,-1.638,131.47,138.154,603.6,600.02,0,0,11.034,-2.5,-0.9,-0.8,-1.6,-0.8,26.072,18.294,14.004,-0.092,-0.4,-0.7,-0.4,9.688,101.1,101.1,386.252,408.496,631.704,411.504,-48.648,-1.914,13.75,0,0,0,0,0,0,0,-3.12,311.6,326.618,0.12,0.142,190.888,190.508,34.818,20.912,11.328,3.254,35.37,12.466,173.5,299.786,326.874,162.7,203.162
39,68.26,2.462,23.882,23.26,19.682,1.64,2.98,20.756,70.078,84.732,80.874,108.582,16.074,32.436,31.664,6.696,5.378,71.4,-61.092,238.79,-2,407.6,26.46,408.78,11.99,77.64,47.928,91.54,-8.064,45.864,-4.032,0,-1.914,0.004,2.93,-0.008,3.684,27.946,4.154,2.046,-4.19,105.422,86.106,98.424,93.482,-2.9,-0.8,-1.6,41.3,299.8,0,299,90.1,3.052,57.9,28.55,1.876,0,0,0,0,527.3,603.374,0,0,0,49.272,40.21,328.946,338.306,3.44,415.15,24.132,24.044,24.068,24.198,42.28,20.228,20.982,3.004,6.906,21.24,9.38,16.342,148.5,147.9,-1.102,-0.058,85.746,85.66,85.94,86.42,98.718,7.33,-0.022,96.1,56.46,29.416,19.694,-0.6,0,417.2,0,0,147.456,127.606,149.356,9.784,13.252,141.82,141.92,141.7,138.44,-0.002,0,0,-0.012,0,-0.004,49.68,23.14,504.952,399.504,-57.528,652.088,637.872,106.934,109.796,396.132,393.56,396.11,430.12,435.814,408.2,33.032,587.464,585.952,355.888,-49.974,-2.76,4.814,-4.14,-0.802,-0.16,26.6,36.288,-0.838,-0.62,155.544,4.656,0.202,-0.038,-1,141.78,133.94,134.02,156.48,-2.32,-0.08,128.008,136.976,-4.098,3.292,13.84,27.836,244.798,207.04,228.198,-4.8,4.306,14.658,95.97,0,170.9,434.2,417.2,257,424,0.03,201.64,278.858,270.866,194.244,197.554,-2.4,66.004,79.426,-1.74,46.666,29.346,352.2,166.7,-0.6,-38.48,-2.948,-1.634,-0.26,0,0,27.564,0,12.878,19.99,-3.168,-1.64,131.478,138.162,602.64,599.6,0,0,12.468,-2.6,-0.9,-0.8,-1.6,-0.9,23.812,17.524,13.708,0.46,-0.4,-0.6,-0.4,8.664,98.2,98.2,387.472,408.596,632.24,411.272,-48.68,-1.896,19.44,0,0,0,0,0,0,0,-3.044,397.36,390.276,0.044,0.084,191.028,190.468,35.72,23.146,5.6,2.838,32.91,9.144,173.456,299.926,326.734,162.34,203.082
40,50.98,3.07,26.934,21.12,18.05,1.618,3.898,16.638,91.352,103.446,125.322,140.454,19.234,38.184,32.786,6.264,4.804,71.056,-60.758,238.75,-1.8,112,26.24,410.94,12.854,101.48,46.678,116.04,-8.064,-7.938,-4.158,0,-2.124,0.222,5.89,-0.008,3.462,26.816,4.644,1.558,-4.19,105.446,86.12,98.412,93.728,-2.8,-0.7,-1.5,-4.3,300.1,0,299.2,-0.3,2.83,57.86,30.972,1.844,0,0,0,0,522.26,645.028,0,0,0,31.004,33.67,328.812,338.286,2.66,366.19,24.128,24.05,24.076,26.874,44.16,20.25,21,-1.294,-0.042,-1.58,-0.4,16.356,148.6,147.8,-1.114,-0.054,85.686,85.54,85.92,86.56,98.702,7.99,-0.022,96.3,56.54,38.216,18.312,-0.6,0,393,0,0,146.874,127.442,149.29,13.946,21.846,142.04,141.86,141.76,138.34,-0.002,0,0,-0.014,0,-0.006,39.52,21.62,504.848,400.08,-57.456,653.32,635.488,106.894,109.756,396.152,393.58,396.07,423.558,435.85,406.978,36.672,588.048,585.584,356.114,-49.798,-2.39,4.156,-4.14,-0.794,-0.16,13.65,26.62,-0.834,-0.628,145.338,2.696,0.256,-0.038,-1,141.82,133.92,137.36,156.42,-2.44,-0.06,128.054,137.02,-4.096,3.042,13.36,29.126,230.638,209.22,247.978,-4.8,6.296,14.544,95.54,0,-8.5,434.6,418,220.8,424.6,0.02,200.46,278.558,270.706,194.166,197.674,-2.4,67.768,87.13,-1.78,44.772,30.062,345.6,168.4,-0.6,-38.48,-2.922,-1.638,-0.26,0,0,34.728,0,13.764,27.45,-3.142,-1.638,131.462,138.154,603.08,600.24,0,0,11.602,-2.6,-0.9,-0.8,-1.6,-0.9,22.668,18.764,14.65,0.728,-0.4,-0.7,-0.4,5.04,89.4,89.4,387.63,403.996,633.024,412.504,-48.648,-1.896,21.28,0,0,0,0,0,0,0,-2.828,342.04,303.94,0.228,0.242,190.008,185.568,36.352,26.64,6.06,4.058,36.47,9.642,173.47,299.826,326.594,159.96,203.062
41,57.5,2.268,13.432,24.18,19.214,1.652,4.138,12.306,89.896,94.87,114.03,120.906,21.7,33.046,36.942,4.522,5.188,69.774,-61.402,234.19,-1.8,-4.2,26.34,408.06,12.332,37.28,18.454,70.6,-8.064,-7.182,-4.158,0,-1.92,0.07,4.912,-0.008,4.606,40.294,5.426,0.95,-4.19,105.468,86.122,98.436,93.452,-2.9,-0.8,-1.4,44.9,210.5,0,299.1,-0.2,3.71,66.5,40.248,-0.308,0,0,0,0,537.24,611.25,0,0,0,14.508,32.63,328.804,338.266,1.52,360.718,24.122,24.034,24.062,29.756,32.28,20.216,20.978,-1.312,-0.022,-1.64,-0.02,16.34,148.7,146.7,-1.108,0.194,85.644,85.6,85.9,86.48,98.674,13.778,-0.022,95.78,54.78,23.13,11.216,-0.5,0,381.2,0,0,147.068,127.57,149.4,16.774,26.092,141.88,141.7,141.72,138.48,-0.002,0,0,-0.012,0,-0.004,43.3,13.268,506.328,400.384,-57.584,655.952,639.224,106.874,109.756,396.452,393.6,396.19,430.018,435.972,414.51,42.12,588.304,586.296,355.292,-49.856,-2.16,5.204,-4.03,-0.796,-0.17,15.29,27.89,-0.832,-0.626,134.104,2.454,0.362,-0.038,-1,141.84,133.96,137.7,156.48,-2.32,-0.08,127.93,136.964,-4.094,-0.234,12.74,34.736,231.818,214.34,239.118,-5,4.376,15.31,95.69,0,-5.7,264.4,255.8,223.2,261.6,3.47,197.4,278.618,271.028,194.286,197.564,-2,75.014,90.06,-1.764,16.258,22.086,337.3,162.4,-0.6,-39.22,-2.93,-1.644,-0.258,0,0,36.014,0,14.78,36.948,-3.132,-1.658,131.456,138.144,603.06,600.02,0,0,3.966,-2.6,-0.9,-3.3,-1.6,-0.8,24.734,17.95,12.846,1.436,-0.4,-0.6,-0.4,3.892,77.1,77.1,387.732,397.916,634.088,411.464,-48.832,-1.906,21.888,0,0,0,0,0,0,0,-2.656,345.4,228.662,-0.044,0.018,188.448,182.308,24.908,19.7,7.23,3.232,47.69,4.918,173.442,299.846,326.214,155.98,202.962
42,37.16,3.208,11.112,22.18,17.864,1.708,3.938,11.128,73.814,78.26,97.262,98.398,13.55,34.75,39.242,6.43,6.024,71.268,-61.88,238.81,-2,-4,26.78,256.32,12.966,8.22,11.794,11.12,-8.19,-6.552,-4.032,0,-2.13,0.06,4.802,-0.008,6.14,37.872,4.808,1.994,-4.19,105.436,86.13,98.408,93.754,-2.9,-0.8,-1.5,16.6,-0.5,0,274.2,-0.3,2.632,68.16,38.314,-0.13,0,0,0,0,622.46,600.462,0,0,0,52.228,37.55,328.646,338.306,0.82,404.638,24.132,24.03,24.062,31.886,32.32,20.212,20.98,-1.314,-0.042,-1.6,-0.04,16.328,148.6,0,-0.654,0.702,85.646,85.6,85.9,86.52,98.742,7.634,-0.022,95.58,55.82,23.686,11.272,-0.6,0,295.7,0,0,146.592,127.644,149.01,22.54,30.034,141.96,141.96,141.72,138.34,-0.002,0,0,-0.012,0,-0.006,52.08,9.132,505.56,400.416,-57.656,654.32,635.432,106.894,108.616,396.194,393.46,396.11,429.816,435.83,415.246,33.47,588.336,585.688,273.966,-51.1,-2.18,4.652,-4.14,-0.804,-0.16,13.56,33.146,-0.832,-0.62,134.448,2.942,0.246,-0.038,-3,141.8,133.88,137.74,156.42,-2.34,-0.06,128.006,136.684,-4.108,-0.23,9.2,33.7,224.258,195.44,204.138,6.4,4.158,15.372,96.04,0,-5.5,220.4,215.6,217.2,223,0.01,194.52,278.858,270.888,194.2,197.694,-2.4,75.114,89.646,-1.75,10.902,15.738,344.9,184.9,-0.6,-39.36,-2.952,-1.642,-0.254,0,0,30.096,0,12.07,34.546,-3.142,-1.656,131.49,138.132,603.42,600.26,0,0,3.732,-2.6,-0.8,-3.3,-1.6,-0.9,23.862,19.358,14.698,1.528,-0.4,-0.7,-0.4,2.494,72.1,72.1,386.992,388.476,634.456,412.88,-48.808,-1.914,4.886,0,0,0,0,0,0,0,-2.66,193.84,95.358,-0.04,0.022,190.948,190.108,21.68,13.612,5.872,0.264,48.22,3.934,173.368,299.828,325.094,161.84,202.702
43,63.96,4.178,21.588,15.4,12.786,1.938,4.02,13.762,76.776,85.092,116.172,133.658,9.49,38.798,47.578,8.072,6.498,70.644,-62.032,238.79,-1.8,-2.4,26.68,210.96,12.546,8.22,12.37,20.64,-8.82,-6.426,-4.158,0,-1.926,0.416,5.378,-0.01,5.774,29.16,3.54,3.55,-4.2,105.438,86.138,98.414,93.628,-2.9,-0.7,-1.5,-4.3,-0.5,0,72.4,-0.2,2.308,66.74,38.504,0.932,0,0,0,0,562,592.65,0,0,0,59.206,29.13,328.73,338.266,0.08,339.982,22.656,22.872,23.562,21.778,29.88,20.162,20.95,-1.314,-0.022,-1.62,-0.02,16.302,136.8,0,-0.596,0.556,85.546,85.54,85.92,86.42,33.662,8.166,-0.022,96.26,57.04,20.604,9.636,-0.6,0,228.5,0,0,146.994,127.656,149.452,12.724,17.954,141.98,141.96,141.78,138.38,-0.002,0,0,-0.012,0,-0.006,58.86,12.196,506.392,400.48,-57.944,657.984,637.128,100.554,95.416,396.274,393.68,396.19,429.836,435.776,415.01,21.962,588.44,586.984,296.53,-51.506,-2.24,5.538,-4.14,-0.806,-0.16,9.18,30.15,-0.83,-0.626,147.004,5.456,0.218,-0.038,-3.6,141.5,133.64,136.32,155.12,-2.32,-0.08,127.982,136.992,-4.132,0.172,6.2,31.748,221.338,188.14,185.878,88.8,2.308,14.712,96.08,0,-5.4,40.1,206.2,16.9,43.3,-3.47,195.75,278.698,269.846,194.2,197.6,-2.2,73.462,89.77,-1.752,9.146,11.626,351.8,163.6,-0.6,-39.36,-4.316,-1.646,-0.256,0,0,23.8,0,10.606,31.582,-3.142,-1.652,131.452,136.634,603.76,600.2,0,0,9.406,-2.7,-3.2,-2.5,-1.7,-0.9,19.578,18.44,13.626,1.436,-0.4,-0.6,-0.4,1.344,65.9,65.9,385.712,387.736,633.944,412.584,-49.056,-1.926,3.152,0,0,0,0,0,0,0,-2.642,0,-6.846,-0.558,-0.354,190.908,190.548,31.65,12.062,0.594,-1.04,46.82,8.108,173.128,299.826,322.354,156.98,202.122
44,81.02,2.658,25.044,13.94,13.17,1.778,4.04,14.856,81.446,98.482,104.748,134.026,8.866,32.886,44.45,8.466,6.99,66.864,-62.124,235.63,-2,-2.2,27.1,211.68,12.616,6.14,12.596,14.76,-8.82,-6.426,-4.032,0,-2.184,0.69,2.524,-0.01,5.636,27.728,3.672,3.422,-4.17,105.454,86.104,98.434,93.676,-3.7,-0.8,-1.5,-4.3,-0.5,0,-2.4,-0.3,3.288,56.48,26.566,0.816,0,0,0,0,361,417,0,0,0,43.8,21.73,328.808,338.326,0.004,203.182,0,0,0.006,12.746,33.42,8.548,9.698,-1.298,-0.042,-1.62,-0.04,12.396,0,0,-0.156,1.112,85.806,85.6,85.88,86.54,-0.042,6.328,-0.022,94.06,53.02,18.714,6.138,-0.6,0,230.4,0,0,147.052,127.616,149.414,8.01,23.14,141.9,141.78,141.72,138.36,-0.002,0,0,-0.012,0,-0.006,44.44,14.468,505.64,400.416,-57.688,655.832,632.688,106.314,108.436,396.374,393.48,396.09,429.944,435.946,415.006,4.756,587.704,586.688,236.18,-50.664,-2.25,5.642,-4.24,-0.804,-0.16,7.44,26.82,-0.836,-0.624,156.052,7.152,0.274,-0.038,-3.6,140.66,133.2,137.14,155.2,-2.42,-0.08,123.906,134.534,-4.126,0.43,3.44,29.496,224.978,179.14,192.058,96,0.132,0.078,96.09,0,-4.1,-1.7,214.6,-1.6,-4.7,0.02,196.07,278.718,267.668,194.25,197.478,-2.4,77.596,90.432,-1.78,6.626,8.22,337.4,163.7,-0.6,-38.72,-5.076,-1.6,-0.248,0,0,23.478,0,8.462,26.91,-3.144,-1.658,131.48,138.184,603.78,600.64,0,0,9.346,-2.7,-0.9,34,-1.6,-1,13.526,13.342,14.856,1.336,-0.4,-0.7,-0.4,2.53,78.6,78.6,387.652,397.596,634.792,412.848,-48.992,-1.916,1.268,0,0,0,0,0,0,0,-2.574,0,-4.47,-0.226,-0.13,190.128,190.548,31.782,6.242,-1.484,-0.992,49.62,7.822,170.302,299.926,324.074,160.12,197.782
45,79.46,1.704,8.432,14.74,14.538,1.662,3.542,18.44,97.054,109.432,136.582,151.6,4.262,10.71,39.114,6.97,6.146,70.322,-62.192,238.73,-1.8,-2,27.66,212.58,10.31,8.7,12.916,3.98,-8.946,-6.552,-4.158,0,-2.162,2.564,1.616,-0.008,4.018,32.464,3.536,2.676,-4.21,105.448,86.128,98.41,93.706,-3.9,-0.8,-2.9,38,-4,0,-1.3,-0.6,3.932,42.66,18.648,0.034,0,0,0,0,305.26,405.21,0,0,0,3.752,27.07,328.834,338.246,0.06,6.336,0,0,0,13.524,32.32,-0.008,-0.002,38.148,-0.042,-1.62,-0.02,0,-7,0,-0.946,2.178,85.624,85.56,85.92,86.5,-0.042,2.576,-0.022,86.16,44.82,15.462,2.826,-0.6,0,232.6,0,0,147.28,127.176,149.43,6.236,18.372,141.96,141.9,141.72,138.42,-0.002,0,0,-0.012,0,-0.006,27.96,20.53,505.8,400.504,-57.744,656.816,634.88,102.134,109.636,396.172,393.56,396.15,429.796,435.858,415.114,0.636,587.864,586.424,172.624,-50.05,-2.3,6.104,-4.14,-0.802,-0.16,5.19,24.594,-0.822,-0.614,130.792,8.614,0.232,-0.038,-3.4,140.5,132,136.3,154.1,-2.34,-0.06,94.376,120.24,-4.154,0.078,3.6,17.094,203.838,162.22,194.378,98.4,-0.11,0,95.91,0,-2.1,-0.8,211,-0.7,-1.8,-1.05,197.83,268.758,257.508,194.206,194.268,-2.2,68.81,86.274,-1.74,3.858,2.224,337.4,162.3,-0.6,-38.8,77.476,-1.6,-0.242,0,0,21.574,0,8.064,25.802,-3.134,-1.66,131.482,138.15,603.54,600,0,0,2.464,-2.5,-0.9,85,-1.6,-1,17.424,14.51,13.464,1.37,-0.2,-0.7,-0.4,2.42,85.4,85.4,394.372,388.956,636.296,414.216,-49.048,-1.916,0.21,0,0,0,0,0,0,0,-2.61,0,-4.44,-0.39,-0.26,190.988,190.608,30.076,1.52,0.728,-0.772,50.64,5.946,161.964,299.806,326.474,156.2,193.202
46,60.9,2.364,4.45,16.3,17.736,1.854,2.182,16.882,105.516,119.22,124.806,152.528,8.818,6.564,36.972,7.992,8.1,67.96,-62.592,238.25,-4.4,-2.2,26.46,218.88,6.47,3.72,7.476,2.018,-8.694,-6.552,-4.158,0,-1.722,2.638,2.05,-0.008,3.596,40.848,4.592,2.572,-4.19,105.446,86.114,98.406,93.622,-2.8,-0.7,-4.2,-2.2,-185.1,0,-4.4,-119.5,3.746,2.98,2.82,0.5,0,0,0,0,304.28,403.41,0,0,0,0.23,22.19,328.812,338.266,0.06,-2.162,0,0,0,15.216,24.06,-0.006,-0.002,-1.294,-0.022,-1.64,-0.04,0,-155.1,0,-0.666,2.278,85.668,85.6,85.88,86.46,-0.042,1.214,-0.022,80.28,40.2,10.186,6.108,-0.6,0,228.4,0,0,147.556,127.422,149.754,4.004,13.33,141.98,141.8,141.68,138.34,-0.002,0,0,-0.012,0,-0.004,5.8,17.524,505.232,400.88,-57.872,656.752,633.808,106.754,109.736,395.852,393.6,396.13,429.924,435.834,414.166,-0.034,588.032,586.424,169.02,-48.672,-2.34,5.59,-4.14,-0.802,-0.16,4.31,15.84,-0.818,-0.608,47.272,11.042,0.284,-0.04,-3.4,140.2,132.28,132.96,151.58,-2.32,-0.08,94.186,125.042,-4.148,2.44,7.58,6.894,32.678,31.66,44.118,172.6,-0.108,0,95.91,0,-2.1,-0.6,204,-0.6,-1.7,-0.13,196.23,252.818,260.188,194.144,194.338,-2.2,62.88,87.01,-1.736,5.214,2.572,337.4,176.9,-0.6,-39.1,192.2,-1.604,-0.24,0,0,17.922,0,6.688,21.54,-3.14,-1.672,131.51,138.186,603.5,599.8,0,0,1.666,-2.6,-0.9,113.6,-1.7,-0.9,9.146,8.976,10.798,1.154,-0.4,-0.6,-0.4,4.138,85.1,85.1,390.332,372.216,635.064,412.592,-49.2,-1.916,2.786,0,0,0,0,0,0,0,-2.64,0,-4.578,-0.66,-0.422,190.948,190.508,17.942,0.842,9.138,-0.28,50.5,2.636,160.342,299.746,326.534,153.5,192.002
47,69.56,2.602,3.776,16.64,16.89,1.606,0.722,18.964,59.766,98.102,100.254,98.684,13.014,20.944,36.438,10.922,9.766,61.522,-63.04,236.65,-5.2,-2.2,20.98,354.24,8.226,5.66,8.612,1.448,-8.064,-6.678,-4.032,0,-1.914,1.196,3.402,-0.008,2.448,34.188,3.672,5.286,-4.17,105.418,86.11,98.422,93.76,-2.9,-0.8,-1.5,-107.1,-255.7,0,-251.2,-284,2.878,63.32,29.136,3.07,0,0,0,0,330.32,429.16,0,0,0,0.976,24.468,328.862,338.346,0.28,-2.16,0,0,0,15.224,29.46,-0.006,-0.002,-0.506,-0.042,-1.62,-0.02,0,-0.4,0,-0.172,0.856,85.624,85.54,85.9,86.5,-0.042,2.71,-0.022,86.86,51.28,13.692,6.778,-0.6,0,296.4,0,0,147.484,127.438,149.762,0.692,2.87,141.9,141.78,141.72,138.3,-0.002,0,0,-0.012,0,-0.004,2.92,19.164,504.448,400.176,-57.688,655.904,636.264,106.914,109.776,394.214,393.46,396.17,429.614,435.766,414.006,4.454,587.472,585.752,224.984,-48.966,-2.34,4.954,-4.14,-0.796,-0.16,5.7,19.79,-0.832,-0.622,24.368,16.464,0.168,-0.038,-3.6,140.92,133.94,137.52,156.02,-2.42,-0.08,109.34,124.762,-3.976,4.82,16.24,0.934,224.778,238.84,243.618,250,0.568,0,95.8,0,-2.1,-0.7,223.6,-0.6,-1.7,0.02,195.2,264.538,250.366,194.274,194.176,-2.2,60.476,76.382,-1.744,6.58,6.26,337.5,279.9,-0.6,-39.3,253,-1.59,-0.238,0,0,16.32,0,5.88,16.96,-3.128,-1.658,131.47,138.18,603.56,599.86,0,0,2.122,-2.5,-0.9,196.4,-1.7,-0.9,9.55,11.698,10.62,1.054,-0.2,-0.7,-0.4,5.016,99.6,99.6,386.73,349.296,635.448,-10.344,-43.392,-1.888,9.482,0,0,0,0,0,0,0,-3.816,0,-4.464,-3.084,-3.336,190.428,190.848,8.266,3.778,8.072,1.516,49.14,0.938,165.482,299.826,326.454,157.76,200.502
48,63.94,1.456,5.5,18.36,20.338,1.454,0.18,13.368,96.04,98.094,100.924,136.176,14.274,23.436,24.368,10.52,8.942,62.048,-63.512,237.99,-4,-2.2,21.54,332.82,8.91,12.52,14.474,5.514,-8.064,-6.426,-4.158,0,-1.724,1.038,3.34,-0.01,2.584,24.054,2.826,8.554,-4.17,105.448,86.112,98.434,93.672,-2.9,-0.7,-1.3,-280,-295.8,0,-284.3,-281.7,2.41,55.1,24.314,4.914,0,0,0,0,302.88,402.766,0,0,0,0.598,26.03,328.966,338.266,0.98,-0.864,0,0,0,13.982,30.14,-0.006,-0.002,-72.49,-60.118,-1.62,-0.04,0,-2.9,0,-0.982,2.886,85.508,85.46,85.3,86.42,-0.042,8.486,-0.022,92.72,52.24,18.528,9.966,-0.7,0,241.3,0,0,147.63,126.948,149.75,0.948,3.616,139.02,140.74,141.64,138.3,-0.002,0,0,-0.012,0,-0.006,0.34,10.864,504.8,400.184,-57.544,653.408,633.288,106.934,109.776,395.872,393.56,396.09,429.812,435.816,413.654,11.578,587.496,585.424,157.032,-49.362,-2.33,5.646,-4.14,-0.796,-0.16,7.36,17.674,-0.834,-0.626,33.284,15.812,0.104,-0.038,-2.4,141.7,133.88,137.7,156.5,-2.34,-0.06,106.038,116.178,-3.992,4.804,17.24,2.194,211.998,222.42,213.698,238,1.766,0,95.87,0,-2.1,-0.6,215.6,-0.6,-1.7,-1.28,193.39,275.238,270.868,194.256,194.326,-2.2,51.714,77.656,-1.794,11.186,7.548,337.4,269.8,-0.6,-39.36,243.4,-1.6,-0.244,0,0,16.208,0,5.29,16.742,-3.104,-1.658,131.464,138.172,603.76,600.02,0,0,1.562,-2.6,-0.8,196.6,-1.6,-0.9,11.76,19.7,20.356,0.842,-0.4,-0.6,-0.4,4.724,128.9,128.9,395.992,358.536,634.48,-11.28,-41.608,-1.876,7.444,0,0,0,0,0,0,0,-2.61,0,-5.732,-2.99,-1.068,185.708,190.048,12.874,4.062,12.302,1.848,48.87,1.624,166.244,299.786,326.354,155.76,203.162
