bmUnit,settlementPeriod,settlementRunType,quantity,average_MW
T_SHRSW-1,26,DF,-0.382,-0.764
T_SHRSW-2,26,DF,-0.363,-0.726
T_SUTB-1,26,DF,-0.5,-1.0
T_SVRP-10,26,DF,-0.3,-0.6
T_SVRP-20,26,DF,-0.2,-0.4
T_TDBNW-1,26,DF,-0.008,-0.016
T_TKNWW-1,26,DF,-0.002,-0.004
T_TORN-D,26,DF,-25.152,-50.304
T_TSREP-1,26,DF,-1.657,-3.314
T_WBURB-41,26,DF,-0.155,-0.31
T_WBURB-43,26,DF,-0.266,-0.532
T_BPGRD-1,27,DF,-28.528,-57.056
T_CASKD-1,27,DF,-1.48,-2.96
T_CNQPS-1,27,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,27,DF,-2.457,-4.914
T_CNQPS-4,27,DF,-1.764,-3.528
T_COSO-1,27,DF,-1.006,-2.012
T_CRGHD-1,27,DF,-0.003,-0.006
T_CRYRW-3,27,DF,-0.034,-0.068
T_DDGNO-1,27,DF,-0.372,-0.744
T_DDGNO-2,27,DF,-0.429,-0.858
T_DDGNO-3,27,DF,-0.08700000000000001,-0.17400000000000002
T_DDGNO-4,27,DF,-0.182,-0.364
T_DIDCB6,27,DF,-0.75,-1.5
T_DINO-3,27,DF,-0.5,-1.0
T_DINO-5,27,DF,-0.7000000000000001,-1.4000000000000001
T_EAAO-1,27,DF,-1.4060000000000001,-2.8120000000000003
T_EAAO-2,27,DF,-1.357,-2.714
T_FASN-1,27,DF,-0.003,-0.006
T_FASN-2,27,DF,-0.001,-0.002
T_FERGD-1,27,DF,-0.49,-0.98
T_FERGD-2,27,DF,-0.976,-1.952
T_FFES-1,27,DF,-0.607,-1.214
T_FFES-3,27,DF,-0.01,-0.02
T_FFES-4,27,DF,-0.79,-1.58
T_FOYE-2,27,DF,-77.55,-155.1
T_FOYED-1,27,DF,-0.331,-0.662
T_GLNDO-1,27,DF,-0.021,-0.042
T_GRAI-7,27,DF,-0.3,-0.6
T_GYMRD-16,27,DF,-0.001,-0.002
T_GYMRD-E11,27,DF,-0.002,-0.004
T_GYMRD-W11,27,DF,-0.005,-0.01
T_HEYM2-D,27,DF,-13.956,-27.912
T_HEYM28,27,DF,-1.1360000000000001,-2.2720000000000002
T_HMGTO-1,27,DF,-0.557,-1.114
T_HMGTO-2,27,DF,-0.561,-1.122
T_HOWAO-1,27,DF,-1.905,-3.81
T_HOWAO-2,27,DF,-2.261,-4.522
T_HOWAO-3,27,DF,-1.4,-2.8
T_HOWBO-2,27,DF,-1.465,-2.93
T_HRTL-2,27,DF,-1.6400000000000001,-3.2800000000000002
T_HUMRD-1,27,DF,-25.8,-51.6
T_INDQ-1,27,DF,-1.06,-2.12
T_KEAD-1,27,DF,-0.87,-1.74
T_KEADGT-3,27,DF,-0.08,-0.16
T_KILLPG-1,27,DF,-0.387,-0.774
T_KILLPG-2,27,DF,-0.272,-0.544
T_LAGA-1,27,DF,-0.6,-1.2
T_LBAR-1G,27,DF,-0.01,-0.02
T_MOWEO-1,27,DF,-0.002,-0.004
T_MRWD-1,27,DF,-0.5,-1.0
T_PNYCB-1,27,DF,-0.015,-0.03
T_ROCK-1,27,DF,-1.6,-3.2
T_SCCL-4,27,DF,-24.94,-49.88
T_SEEL-1,27,DF,-0.17,-0.34
T_SGRWO-3,27,DF,-0.577,-1.154
T_SGRWO-4,27,DF,-0.487,-0.974
T_SGRWO-5,27,DF,-0.893,-1.786
T_SGRWO-6,27,DF,-1.389,-2.778
T_SHBA-2,27,DF,-0.253,-0.506
T_SHRSW-1,27,DF,-0.383,-0.766
T_SHRSW-2,27,DF,-0.362,-0.724
T_SUTB-1,27,DF,-0.5,-1.0
T_SVRP-10,27,DF,-0.25,-0.5
T_SVRP-20,27,DF,-0.2,-0.4
T_TKNWW-1,27,DF,-0.002,-0.004
T_TORN-D,27,DF,-24.688,-49.376
T_TSREP-1,27,DF,-1.677,-3.354
T_WBURB-41,27,DF,-0.129,-0.258
T_WBURB-43,27,DF,-0.127,-0.254
T_AKGLW-2,28,DF,-0.067,-0.134
T_AKGLW-3,28,DF,-0.068,-0.136
T_BPGRD-1,28,DF,-28.075,-56.15
T_CASKD-1,28,DF,-1.31,-2.62
T_CNQPS-1,28,DF,-1.008,-2.016
T_CNQPS-3,28,DF,-2.457,-4.914
T_CNQPS-4,28,DF,-1.764,-3.528
T_COSO-1,28,DF,-1.029,-2.058
T_CRGHD-1,28,DF,-0.003,-0.006
T_CRYRW-3,28,DF,-0.046,-0.092
T_DIDCB6,28,DF,-0.8,-1.6
T_DINO-3,28,DF,-0.5,-1.0
T_DINO-5,28,DF,-0.6,-1.2
T_DNLWW-1,28,DF,-0.06,-0.12
T_EAAO-1,28,DF,-0.92,-1.84
T_FASN-1,28,DF,-0.003,-0.006
T_FASN-2,28,DF,-0.001,-0.002
T_FERGD-1,28,DF,-0.396,-0.792
T_FERGD-2,28,DF,-0.911,-1.822
T_FFES-1,28,DF,-0.607,-1.214
T_FFES-3,28,DF,-0.02,-0.04
T_FFES-4,28,DF,-0.78,-1.56
T_FOYE-2,28,DF,-77.4,-154.8
T_FOYED-1,28,DF,-0.319,-0.638
T_GLNDO-1,28,DF,-0.021,-0.042
T_GRAI-7,28,DF,-0.25,-0.5
T_GYMRD-16,28,DF,-0.001,-0.002
T_GYMRD-E11,28,DF,-0.002,-0.004
T_GYMRD-W11,28,DF,-0.005,-0.01
T_HEYM2-D,28,DF,-13.908,-27.816
T_HEYM28,28,DF,-1.1280000000000001,-2.2560000000000002
T_HMGTO-1,28,DF,-0.197,-0.394
T_HMGTO-2,28,DF,-0.1,-0.2
T_HOWAO-1,28,DF,-0.539,-1.078
T_HOWAO-2,28,DF,-2.142,-4.284
T_HOWAO-3,28,DF,-1.516,-3.032
T_HOWBO-2,28,DF,-0.025,-0.05
T_HRTL-2,28,DF,-1.712,-3.424
T_HUMRD-1,28,DF,-25.73,-51.46
T_INDQ-1,28,DF,-1.06,-2.12
T_KEAD-1,28,DF,-0.92,-1.84
T_KEADGT-3,28,DF,-0.08,-0.16
T_KILLPG-1,28,DF,-0.39,-0.78
T_KILLPG-2,28,DF,-0.278,-0.556
T_KTHLW-1,28,DF,-0.009000000000000001,-0.018000000000000002
T_LAGA-1,28,DF,-0.6,-1.2
T_LBAR-1G,28,DF,-0.01,-0.02
T_MOWEO-1,28,DF,-0.002,-0.004
T_MRWD-1,28,DF,-0.5,-1.0
T_PNYCB-1,28,DF,-0.01,-0.02
T_ROCK-1,28,DF,-1.5,-3.0
T_SCCL-4,28,DF,-24.89,-49.78
T_SEEL-1,28,DF,-0.17,-0.34
T_SGRWO-3,28,DF,-0.579,-1.158
T_SGRWO-4,28,DF,-0.488,-0.976
T_SGRWO-5,28,DF,-0.894,-1.788
T_SGRWO-6,28,DF,-1.4100000000000001,-2.8200000000000003
T_SHBA-2,28,DF,-0.255,-0.51
T_SHRSW-2,28,DF,-0.368,-0.736
T_SUTB-1,28,DF,-0.5,-1.0
T_SVRP-10,28,DF,-0.3,-0.6
T_SVRP-20,28,DF,-0.2,-0.4
T_TDBNW-1,28,DF,-0.08700000000000001,-0.17400000000000002
T_THNTO-1,28,DF,-0.432,-0.864
T_THNTO-2,28,DF,-0.47100000000000003,-0.9420000000000001
T_TKNWW-1,28,DF,-0.002,-0.004
T_TORN-D,28,DF,-24.672,-49.344
T_TSREP-1,28,DF,-1.638,-3.276
T_WBURB-41,28,DF,-0.17,-0.34
T_WBURB-43,28,DF,-0.052000000000000005,-0.10400000000000001
T_BLLA-1,29,DF,-0.184,-0.368
T_BPGRD-1,29,DF,-28.607,-57.214
T_CASKD-1,29,DF,-2.24,-4.48
T_CLDSW-1,29,DF,-0.514,-1.028
T_CNQPS-1,29,DF,-1.323,-2.646
T_CNQPS-3,29,DF,-2.394,-4.788
T_CNQPS-4,29,DF,-2.268,-4.536
T_COSO-1,29,DF,-0.9440000000000001,-1.8880000000000001
T_CRGHD-1,29,DF,-0.002,-0.004
T_DIDCB6,29,DF,-0.75,-1.5
T_DINO-3,29,DF,-0.5,-1.0
T_DINO-5,29,DF,-0.6,-1.2
T_DNLWW-1,29,DF,-0.088,-0.176
T_EWHLW-1,29,DF,-0.184,-0.368
T_FASN-1,29,DF,-0.003,-0.006
T_FASN-2,29,DF,-0.001,-0.002
T_FERGD-1,29,DF,-0.51,-1.02
T_FERGD-2,29,DF,-0.9590000000000001,-1.9180000000000001
T_FFES-1,29,DF,-0.607,-1.214
T_FFES-3,29,DF,-0.01,-0.02
T_FFES-4,29,DF,-0.8,-1.6
T_FOYE-2,29,DF,-77.5,-155.0
T_FOYED-1,29,DF,-0.315,-0.63
T_GLNDO-1,29,DF,-0.021,-0.042
T_GRAI-7,29,DF,-0.3,-0.6
T_GYMRD-16,29,DF,-0.001,-0.002
T_GYMRD-E10,29,DF,-0.001,-0.002
T_GYMRD-E11,29,DF,-0.002,-0.004
T_GYMRD-W11,29,DF,-0.004,-0.008
T_HEYM2-D,29,DF,-13.84,-27.68
T_HEYM28,29,DF,-1.6920000000000002,-3.3840000000000003
T_HOWAO-2,29,DF,-0.07,-0.14
T_HRTL-2,29,DF,-1.724,-3.448
T_HUMRD-1,29,DF,-25.41,-50.82
T_INDQ-1,29,DF,-1.055,-2.11
T_KEAD-1,29,DF,-0.87,-1.74
T_KEADGT-3,29,DF,-0.08,-0.16
T_KILLPG-1,29,DF,-0.394,-0.788
T_KILLPG-2,29,DF,-0.28,-0.56
T_KTHLW-1,29,DF,-0.003,-0.006
T_LAGA-1,29,DF,-0.6,-1.2
T_MOWEO-1,29,DF,-0.002,-0.004
T_MRWD-1,29,DF,-0.6,-1.2
T_PNYCB-1,29,DF,-0.01,-0.02
T_ROCK-1,29,DF,-1.6,-3.2
T_SCCL-4,29,DF,-24.79,-49.58
T_SEEL-1,29,DF,-0.17,-0.34
T_SGRWO-3,29,DF,-0.582,-1.164
T_SGRWO-4,29,DF,-0.496,-0.992
T_SGRWO-5,29,DF,-0.916,-1.832
T_SGRWO-6,29,DF,-1.444,-2.888
T_SHBA-2,29,DF,-0.245,-0.49
T_SUTB-1,29,DF,-0.5,-1.0
T_SVRP-10,29,DF,-0.3,-0.6
T_SVRP-20,29,DF,-0.25,-0.5
T_TDBNW-1,29,DF,-0.015,-0.03
T_THNTO-1,29,DF,-0.17400000000000002,-0.34800000000000003
T_THNTO-2,29,DF,-0.187,-0.374
T_TKNWW-1,29,DF,-0.002,-0.004
T_TORN-D,29,DF,-24.632,-49.264
T_TSREP-1,29,DF,-1.681,-3.362
T_WBURB-41,29,DF,-0.013000000000000001,-0.026000000000000002
T_WBURB-43,29,DF,-0.07,-0.14
T_BPGRD-1,30,DF,-29.633,-59.266
T_CASKD-1,30,DF,-3.44,-6.88
T_CNQPS-1,30,DF,-1.953,-3.906
T_CNQPS-3,30,DF,-2.457,-4.914
T_CNQPS-4,30,DF,-2.268,-4.536
T_COSO-1,30,DF,-1.03,-2.06
T_CRGHD-1,30,DF,-0.002,-0.004
T_DIDCB6,30,DF,-0.75,-1.5
T_DINO-3,30,DF,-0.5,-1.0
T_DINO-5,30,DF,-0.7000000000000001,-1.4000000000000001
T_EWHLW-1,30,DF,-0.14200000000000002,-0.28400000000000003
T_FASN-1,30,DF,-0.003,-0.006
T_FASN-2,30,DF,-0.001,-0.002
T_FERGD-1,30,DF,-0.34500000000000003,-0.6900000000000001
T_FERGD-2,30,DF,-0.977,-1.954
T_FFES-1,30,DF,-0.608,-1.216
T_FFES-2,30,DF,-0.021,-0.042
T_FFES-3,30,DF,-0.02,-0.04
T_FFES-4,30,DF,-0.78,-1.56
T_FOYE-2,30,DF,-77.45,-154.9
T_FOYED-1,30,DF,-0.313,-0.626
T_GLNDO-1,30,DF,-0.021,-0.042
T_GRAI-7,30,DF,-0.3,-0.6
T_GYMRD-16,30,DF,-0.001,-0.002
T_GYMRD-E11,30,DF,-0.002,-0.004
T_GYMRD-W11,30,DF,-0.005,-0.01
T_HEYM2-D,30,DF,-13.916,-27.832
T_HEYM28,30,DF,-1.8359999999999999,-3.6719999999999997
T_HRTL-2,30,DF,-1.6400000000000001,-3.2800000000000002
T_HUMRD-1,30,DF,-25.46,-50.92
T_INDQ-1,30,DF,-1.06,-2.12
T_KEAD-1,30,DF,-0.92,-1.84
T_KEADGT-3,30,DF,-0.08,-0.16
T_KILLPG-1,30,DF,-0.383,-0.766
T_KILLPG-2,30,DF,-0.28200000000000003,-0.5640000000000001
T_KTHLW-1,30,DF,-0.007,-0.014
T_LAGA-1,30,DF,-0.5,-1.0
T_LBAR-1G,30,DF,-0.01,-0.02
T_MOWEO-1,30,DF,-0.002,-0.004
T_MRWD-1,30,DF,-0.5,-1.0
T_PNYCB-1,30,DF,-0.01,-0.02
T_ROCK-1,30,DF,-1.4,-2.8
T_SCCL-4,30,DF,-24.95,-49.9
T_SEEL-1,30,DF,-0.17,-0.34
T_SGRWO-3,30,DF,-0.588,-1.176
T_SGRWO-4,30,DF,-0.492,-0.984
T_SGRWO-5,30,DF,-0.916,-1.832
T_SGRWO-6,30,DF,-1.397,-2.794
T_SHBA-2,30,DF,-0.247,-0.494
T_SUTB-1,30,DF,-0.5,-1.0
T_SVRP-10,30,DF,-0.3,-0.6
T_SVRP-20,30,DF,-0.2,-0.4
T_TDBNW-1,30,DF,-0.032,-0.064
T_THNTO-1,30,DF,-0.423,-0.846
T_THNTO-2,30,DF,-0.422,-0.844
T_TKNEW-1,30,DF,-0.996,-1.992
T_TKNWW-1,30,DF,-0.002,-0.004
T_TORN-D,30,DF,-24.64,-49.28
T_TSREP-1,30,DF,-1.6760000000000002,-3.3520000000000003
T_WBURB-41,30,DF,-0.136,-0.272
T_WBURB-43,30,DF,-0.092,-0.184
T_BPGRD-1,31,DF,-29.767,-59.534
T_CASKD-1,31,DF,-2.19,-4.38
T_CNQPS-1,31,DF,-1.953,-3.906
T_CNQPS-3,31,DF,-2.457,-4.914
T_CNQPS-4,31,DF,-2.268,-4.536
T_COSO-1,31,DF,-0.98,-1.96
T_CRGHD-1,31,DF,-0.002,-0.004
T_DIDCB6,31,DF,-0.8,-1.6
T_DINO-3,31,DF,-0.45,-0.9
T_DINO-5,31,DF,-0.6,-1.2
T_FASN-1,31,DF,-0.003,-0.006
T_FASN-2,31,DF,-0.001,-0.002
T_FERGD-1,31,DF,-0.37,-0.74
T_FERGD-2,31,DF,-0.996,-1.992
T_FFES-1,31,DF,-0.619,-1.238
T_FFES-3,31,DF,-0.01,-0.02
T_FFES-4,31,DF,-0.8,-1.6
T_FOYE-2,31,DF,-7.5,-15.0
T_FOYED-1,31,DF,-0.11800000000000001,-0.23600000000000002
T_GLNDO-1,31,DF,-0.021,-0.042
T_GRAI-7,31,DF,-0.35000000000000003,-0.7000000000000001
T_GYMRD-16,31,DF,-0.001,-0.002
T_GYMRD-E11,31,DF,-0.003,-0.006
T_GYMRD-W11,31,DF,-0.005,-0.01
T_HEYM2-D,31,DF,-14.008,-28.016
T_HEYM28,31,DF,-1.96,-3.92
T_HRTL-2,31,DF,-1.6560000000000001,-3.3120000000000003
T_HUMRD-1,31,DF,-25.47,-50.94
T_INDQ-1,31,DF,-1.07,-2.14
T_KEAD-1,31,DF,-0.87,-1.74
T_KEADGT-3,31,DF,-0.08,-0.16
T_KILLPG-1,31,DF,-0.383,-0.766
T_KILLPG-2,31,DF,-0.28200000000000003,-0.5640000000000001
T_LAGA-1,31,DF,-0.6,-1.2
T_LARYW-3,31,DF,-0.452,-0.904
T_LARYW-4,31,DF,-0.625,-1.25
T_MOWEO-1,31,DF,-0.002,-0.004
T_MRWD-1,31,DF,-0.5,-1.0
T_PNYCB-1,31,DF,-0.01,-0.02
T_RCBKO-1,31,DF,-0.131,-0.262
T_ROCK-1,31,DF,-1.6,-3.2
T_SCCL-4,31,DF,-24.97,-49.94
T_SEEL-1,31,DF,-0.188,-0.376
T_SGRWO-3,31,DF,-0.588,-1.176
T_SGRWO-4,31,DF,-0.493,-0.986
T_SGRWO-5,31,DF,-0.91,-1.82
T_SGRWO-6,31,DF,-1.42,-2.84
T_SHBA-2,31,DF,-0.23900000000000002,-0.47800000000000004
T_SUTB-1,31,DF,-0.5,-1.0
T_SVRP-10,31,DF,-0.25,-0.5
T_SVRP-20,31,DF,-0.2,-0.4
T_THNTO-1,31,DF,-0.42,-0.84
T_THNTO-2,31,DF,-0.34,-0.68
T_TKNEW-1,31,DF,-2.915,-5.83
T_TKNWW-1,31,DF,-0.002,-0.004
T_TORN-D,31,DF,-24.7,-49.4
T_TSREP-1,31,DF,-1.646,-3.292
T_WBURB-41,31,DF,-0.261,-0.522
T_WBURB-43,31,DF,-0.26,-0.52
T_BPGRD-1,32,DF,-29.856,-59.712
T_CASKD-1,32,DF,-1.8,-3.6
T_CNQPS-1,32,DF,-1.953,-3.906
T_CNQPS-3,32,DF,-2.457,-4.914
T_CNQPS-4,32,DF,-2.268,-4.536
T_COSO-1,32,DF,-0.986,-1.972
T_CRGHD-1,32,DF,-0.002,-0.004
T_DIDCB6,32,DF,-0.8,-1.6
T_DINO-3,32,DF,-0.5,-1.0
T_DINO-5,32,DF,-0.65,-1.3
T_FASN-1,32,DF,-0.003,-0.006
T_FASN-2,32,DF,-0.001,-0.002
T_FERGD-1,32,DF,-0.35100000000000003,-0.7020000000000001
T_FERGD-2,32,DF,-0.867,-1.734
T_FFES-2,32,DF,-0.011,-0.022
T_FFES-3,32,DF,-0.02,-0.04
T_FFES-4,32,DF,-0.78,-1.56
T_FOYED-1,32,DF,-0.07100000000000001,-0.14200000000000002
T_GLNDO-1,32,DF,-0.021,-0.042
T_GRAI-7,32,DF,-0.35000000000000003,-0.7000000000000001
T_GYMRD-16,32,DF,-0.001,-0.002
T_GYMRD-E11,32,DF,-0.002,-0.004
T_GYMRD-W10,32,DF,-0.001,-0.002
T_GYMRD-W11,32,DF,-0.005,-0.01
T_HEYM2-D,32,DF,-13.888,-27.776
T_HEYM28,32,DF,-2.008,-4.016
T_HRTL-2,32,DF,-1.6440000000000001,-3.2880000000000003
T_HUMRD-1,32,DF,-25.34,-50.68
T_INDQ-1,32,DF,-1.095,-2.19
T_KEAD-1,32,DF,-0.92,-1.84
T_KEADGT-3,32,DF,-0.08,-0.16
T_KILLPG-1,32,DF,-0.384,-0.768
T_KILLPG-2,32,DF,-0.281,-0.562
T_LAGA-1,32,DF,-0.6,-1.2
T_LARYW-1,32,DF,-0.125,-0.25
T_LARYW-2,32,DF,-0.303,-0.606
T_LARYW-3,32,DF,-0.41100000000000003,-0.8220000000000001
T_LARYW-4,32,DF,-0.41400000000000003,-0.8280000000000001
T_LBAR-1G,32,DF,-0.01,-0.02
T_MOWEO-1,32,DF,-0.002,-0.004
T_MRWD-1,32,DF,-0.6,-1.2
T_PNYCB-1,32,DF,-0.01,-0.02
T_RCBKO-1,32,DF,-1.151,-2.302
T_ROCK-1,32,DF,-1.5,-3.0
T_SCCL-4,32,DF,-24.83,-49.66
T_SEEL-1,32,DF,-0.169,-0.338
T_SGRWO-3,32,DF,-0.581,-1.162
T_SGRWO-4,32,DF,-0.503,-1.006
T_SGRWO-5,32,DF,-0.903,-1.806
T_SGRWO-6,32,DF,-1.367,-2.734
T_SHBA-2,32,DF,-0.241,-0.482
T_SUTB-1,32,DF,-0.5,-1.0
T_SVRP-10,32,DF,-0.3,-0.6
T_SVRP-20,32,DF,-0.2,-0.4
T_THNTO-1,32,DF,-0.355,-0.71
T_THNTO-2,32,DF,-0.34,-0.68
T_TKNEW-1,32,DF,-2.892,-5.784
T_TKNWW-1,32,DF,-0.002,-0.004
T_TORN-D,32,DF,-24.664,-49.328
T_TSREP-1,32,DF,-1.646,-3.292
T_WBURB-41,32,DF,-0.075,-0.15
T_WBURB-43,32,DF,-0.113,-0.226
T_BPGRD-1,33,DF,-29.99,-59.98
T_CASKD-1,33,DF,-1.26,-2.52
T_CNQPS-1,33,DF,-1.953,-3.906
T_CNQPS-3,33,DF,-2.583,-5.166
T_CNQPS-4,33,DF,-2.268,-4.536
T_COSO-1,33,DF,-1.052,-2.104
T_CRGHD-1,33,DF,-0.002,-0.004
T_CRYRW-3,33,DF,-0.045,-0.09
T_DIDCB6,33,DF,-0.8,-1.6
T_DINO-3,33,DF,-0.5,-1.0
T_DINO-5,33,DF,-0.65,-1.3
T_FASN-1,33,DF,-0.003,-0.006
T_FASN-2,33,DF,-0.001,-0.002
T_FERGD-1,33,DF,-0.438,-0.876
T_FERGD-2,33,DF,-0.812,-1.624
T_FFES-2,33,DF,-0.021,-0.042
T_FFES-3,33,DF,-0.01,-0.02
T_FFES-4,33,DF,-0.79,-1.58
T_FOYED-1,33,DF,-0.073,-0.146
T_GLNDO-1,33,DF,-0.021,-0.042
T_GRAI-7,33,DF,-0.3,-0.6
T_GYMRD-16,33,DF,-0.001,-0.002
T_GYMRD-E11,33,DF,-0.003,-0.006
T_GYMRD-W11,33,DF,-0.005,-0.01
T_HEYM2-D,33,DF,-13.864,-27.728
T_HEYM28,33,DF,-2.096,-4.192
T_HRTL-2,33,DF,-1.6520000000000001,-3.3040000000000003
T_HUMRD-1,33,DF,-24.74,-49.48
T_INDQ-1,33,DF,-1.11,-2.22
T_KEAD-1,33,DF,-0.87,-1.74
T_KEADGT-3,33,DF,-0.08,-0.16
T_KILLPG-1,33,DF,-0.382,-0.764
T_KILLPG-2,33,DF,-0.28200000000000003,-0.5640000000000001
T_LAGA-1,33,DF,-0.6,-1.2
T_LBAR-1G,33,DF,-0.01,-0.02
T_MOWEO-1,33,DF,-0.002,-0.004
T_MRWD-1,33,DF,-0.5,-1.0
T_PNYCB-1,33,DF,-0.015,-0.03
T_ROCK-1,33,DF,-1.5,-3.0
T_SCCL-4,33,DF,-24.77,-49.54
T_SEEL-1,33,DF,-0.169,-0.338
T_SGRWO-3,33,DF,-0.581,-1.162
T_SGRWO-4,33,DF,-0.536,-1.072
T_SGRWO-5,33,DF,-0.931,-1.862
T_SGRWO-6,33,DF,-1.4060000000000001,-2.8120000000000003
T_SHBA-2,33,DF,-0.248,-0.496
T_SUTB-1,33,DF,-0.5,-1.0
T_SVRP-10,33,DF,-0.25,-0.5
T_SVRP-20,33,DF,-0.2,-0.4
T_TKNEW-1,33,DF,-2.467,-4.934
T_TKNWW-1,33,DF,-0.002,-0.004
T_TORN-D,33,DF,-24.592,-49.184
T_TSREP-1,33,DF,-1.666,-3.332
T_WBURB-41,33,DF,-0.079,-0.158
T_WBURB-43,33,DF,-0.168,-0.336
T_BPGRD-1,34,DF,-30.196,-60.392
T_CASKD-1,34,DF,-1.2,-2.4
T_CNQPS-1,34,DF,-1.953,-3.906
T_CNQPS-3,34,DF,-2.646,-5.292
T_CNQPS-4,34,DF,-2.268,-4.536
T_COSO-1,34,DF,-0.927,-1.854
T_CRGHD-1,34,DF,-0.002,-0.004
T_DIDCB6,34,DF,-0.8,-1.6
T_DINO-3,34,DF,-0.5,-1.0
T_DINO-5,34,DF,-0.65,-1.3
T_FASN-1,34,DF,-0.003,-0.006
T_FASN-2,34,DF,-0.001,-0.002
T_FERGD-1,34,DF,-0.336,-0.672
T_FERGD-2,34,DF,-0.893,-1.786
T_FFES-2,34,DF,-0.021,-0.042
T_FFES-3,34,DF,-0.02,-0.04
T_FFES-4,34,DF,-0.79,-1.58
T_FOYED-1,34,DF,-0.074,-0.148
T_GRAI-7,34,DF,-0.35000000000000003,-0.7000000000000001
T_GYMRD-16,34,DF,-0.001,-0.002
T_GYMRD-E11,34,DF,-0.004,-0.008
T_GYMRD-W10,34,DF,-0.001,-0.002
T_GYMRD-W11,34,DF,-0.005,-0.01
T_HEYM2-D,34,DF,-13.856,-27.712
T_HEYM28,34,DF,-2.108,-4.216
T_HMGTO-1,34,DF,-0.529,-1.058
T_HMGTO-2,34,DF,-0.307,-0.614
T_HRTL-2,34,DF,-1.6560000000000001,-3.3120000000000003
T_HUMRD-1,34,DF,-24.48,-48.96
T_INDQ-1,34,DF,-1.115,-2.23
T_KEAD-1,34,DF,-0.915,-1.83
T_KEADGT-3,34,DF,-0.085,-0.17
T_KILLPG-1,34,DF,-0.38,-0.76
T_KILLPG-2,34,DF,-0.28,-0.56
T_LAGA-1,34,DF,-0.6,-1.2
T_MOWEO-1,34,DF,-0.002,-0.004
T_MRWD-1,34,DF,-0.6,-1.2
T_PNYCB-1,34,DF,-0.01,-0.02
T_ROCK-1,34,DF,-1.6,-3.2
T_SCCL-4,34,DF,-24.68,-49.36
T_SEEL-1,34,DF,-0.169,-0.338
T_SGRWO-3,34,DF,-0.591,-1.182
T_SGRWO-4,34,DF,-0.508,-1.016
T_SGRWO-5,34,DF,-0.9530000000000001,-1.9060000000000001
T_SGRWO-6,34,DF,-1.432,-2.864
T_SHBA-2,34,DF,-0.246,-0.492
T_SUTB-1,34,DF,-0.5,-1.0
T_SVRP-10,34,DF,-0.3,-0.6
T_SVRP-20,34,DF,-0.2,-0.4
T_TKNEW-1,34,DF,-2.838,-5.676
T_TKNWW-1,34,DF,-0.002,-0.004
T_TORN-D,34,DF,-24.58,-49.16
T_TSREP-1,34,DF,-1.681,-3.362
T_WBURB-43,34,DF,-0.082,-0.164
T_BPGRD-1,35,DF,-30.618,-61.236
T_CASKD-1,35,DF,-1.04,-2.08
T_CNQPS-1,35,DF,-1.953,-3.906
T_CNQPS-3,35,DF,-2.583,-5.166
T_CNQPS-4,35,DF,-2.331,-4.662
T_COSO-1,35,DF,-1.045,-2.09
T_CRGHD-1,35,DF,-0.002,-0.004
T_CRYRW-3,35,DF,-0.089,-0.178
T_DIDCB6,35,DF,-0.75,-1.5
T_DINO-3,35,DF,-0.5,-1.0
T_DINO-5,35,DF,-0.65,-1.3
T_FASN-1,35,DF,-0.003,-0.006
T_FASN-2,35,DF,-0.001,-0.002
T_FERGD-1,35,DF,-0.266,-0.532
T_FERGD-2,35,DF,-1.064,-2.128
T_FFES-2,35,DF,-0.011,-0.022
T_FFES-3,35,DF,-0.01,-0.02
T_FFES-4,35,DF,-0.72,-1.44
T_FOYED-1,35,DF,-0.07200000000000001,-0.14400000000000002
T_GRAI-7,35,DF,-0.3,-0.6
T_GYMRD-16,35,DF,-0.001,-0.002
T_GYMRD-E10,35,DF,-0.001,-0.002
T_GYMRD-E11,35,DF,-0.002,-0.004
T_GYMRD-W11,35,DF,-0.005,-0.01
T_HEYM2-D,35,DF,-13.8,-27.6
T_HEYM28,35,DF,-2.108,-4.216
T_HRTL-2,35,DF,-1.6680000000000001,-3.3360000000000003
T_HUMRD-1,35,DF,-24.44,-48.88
T_INDQ-1,35,DF,-1.115,-2.23
T_KEAD-1,35,DF,-0.87,-1.74
T_KEADGT-3,35,DF,-0.08,-0.16
T_KILLPG-1,35,DF,-0.38,-0.76
T_KILLPG-2,35,DF,-0.28,-0.56
T_LAGA-1,35,DF,-0.5,-1.0
T_LBAR-1G,35,DF,-0.01,-0.02
T_MOWEO-1,35,DF,-0.002,-0.004
T_MRWD-1,35,DF,-0.5,-1.0
T_PNYCB-1,35,DF,-0.01,-0.02
T_ROCK-1,35,DF,-1.6,-3.2
T_SCCL-4,35,DF,-24.71,-49.42
T_SEEL-1,35,DF,-0.186,-0.372
T_SGRWO-3,35,DF,-0.642,-1.284
T_SGRWO-4,35,DF,-0.496,-0.992
T_SGRWO-5,35,DF,-0.971,-1.942
T_SGRWO-6,35,DF,-1.423,-2.846
T_SHBA-2,35,DF,-0.24,-0.48
T_SUTB-1,35,DF,-0.5,-1.0
T_SVRP-10,35,DF,-0.25,-0.5
T_SVRP-20,35,DF,-0.25,-0.5
T_TKNEW-1,35,DF,-2.931,-5.862
T_TKNWW-1,35,DF,-0.002,-0.004
T_TORN-D,35,DF,-24.508,-49.016
