bmUnit,settlementPeriod,settlementRunType,quantity,average_MW
T_TKNWW-1,12,DF,-0.002,-0.004
T_TORN-D,12,DF,-25.372,-50.744
T_TSREP-1,12,DF,-1.058,-2.116
T_WBURB-41,12,DF,-0.16,-0.32
T_WBURB-43,12,DF,-0.34800000000000003,-0.6960000000000001
T_WHILW-1,12,DF,-0.17500000000000002,-0.35000000000000003
T_WHILW-2,12,DF,-0.338,-0.676
T_WTMSO-1,12,DF,-1.5150000000000001,-3.0300000000000002
T_BLLA-1,13,DF,-0.20400000000000001,-0.40800000000000003
T_BLLA-2,13,DF,-0.077,-0.154
T_BPGRD-1,13,DF,-26.181,-52.362
T_CNQPS-1,13,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,13,DF,-2.457,-4.914
T_CNQPS-4,13,DF,-1.764,-3.528
T_COSO-1,13,DF,-1.351,-2.702
T_CRGHD-1,13,DF,-0.003,-0.006
T_DAMC-1,13,DF,-1.9500000000000002,-3.9000000000000004
T_DDGNO-2,13,DF,-0.073,-0.146
T_DDGNO-3,13,DF,-0.439,-0.878
T_DIDCB6,13,DF,-0.65,-1.3
T_DINO-3,13,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-5,13,DF,-0.7000000000000001,-1.4000000000000001
T_DOUGW-1,13,DF,-0.17,-0.34
T_EAAO-1,13,DF,-1.619,-3.238
T_EAAO-2,13,DF,-1.709,-3.418
T_EWHLW-1,13,DF,-0.184,-0.368
T_FASN-1,13,DF,-0.003,-0.006
T_FASN-2,13,DF,-0.001,-0.002
T_FERGD-2,13,DF,-0.9590000000000001,-1.9180000000000001
T_FFES-1,13,DF,-1.318,-2.636
T_FFES-2,13,DF,-2.379,-4.758
T_FFES-3,13,DF,-0.02,-0.04
T_FFES-4,13,DF,-3.77,-7.54
T_FOYE-1,13,DF,-0.7000000000000001,-1.4000000000000001
T_FOYE-2,13,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,13,DF,-0.399,-0.798
T_GANW-11,13,DF,-0.378,-0.756
T_GANW-13,13,DF,-0.41000000000000003,-0.8200000000000001
T_GANW-22,13,DF,-0.38,-0.76
T_GANW-24,13,DF,-0.38,-0.76
T_GRAI-7,13,DF,-0.25,-0.5
T_GRGBW-1,13,DF,-1.066,-2.132
T_GRGBW-2,13,DF,-0.9460000000000001,-1.8920000000000001
T_GRGBW-3,13,DF,-1.04,-2.08
T_GYMRD-16,13,DF,-0.001,-0.002
T_GYMRD-E11,13,DF,-0.002,-0.004
T_GYMRD-W11,13,DF,-0.006,-0.012
T_HADHW-1,13,DF,-0.213,-0.426
T_HEYM2-D,13,DF,-13.724,-27.448
T_HEYM28,13,DF,-1.124,-2.248
T_HMGTO-1,13,DF,-0.47000000000000003,-0.9400000000000001
T_HMGTO-2,13,DF,-0.456,-0.912
T_HOWAO-1,13,DF,-2.4939999999999998,-4.9879999999999995
T_HOWAO-2,13,DF,-2.534,-5.068
T_HOWAO-3,13,DF,-2.314,-4.628
T_HOWBO-1,13,DF,-2.324,-4.648
T_HRTL-2,13,DF,-1.6400000000000001,-3.2800000000000002
T_HUMRD-1,13,DF,-25.3,-50.6
T_INDQ-1,13,DF,-1.085,-2.17
T_KEAD-1,13,DF,-0.87,-1.74
T_KEADGT-3,13,DF,-0.08,-0.16
T_KILLPG-1,13,DF,-0.375,-0.75
T_KILLPG-2,13,DF,-0.274,-0.548
T_KTHLW-1,13,DF,-0.002,-0.004
T_LAGA-1,13,DF,-0.4,-0.8
T_LBAR-1G,13,DF,-0.01,-0.02
T_LNCSW-1,13,DF,-0.451,-0.902
T_LNCSW-2,13,DF,-0.5700000000000001,-1.1400000000000001
T_MIDMW-1,13,DF,-0.028,-0.056
T_MOWEO-1,13,DF,-0.002,-0.004
T_MRWD-1,13,DF,-0.3,-0.6
T_MYGPW-1,13,DF,-0.031,-0.062
T_PNYCB-1,13,DF,-0.01,-0.02
T_ROCK-1,13,DF,-1.5,-3.0
T_RREW-1,13,DF,-0.242,-0.484
T_RRWW-1,13,DF,-0.248,-0.496
T_SCCL-4,13,DF,-24.3,-48.6
T_SEEL-1,13,DF,-0.169,-0.338
T_SGRWO-3,13,DF,-0.579,-1.158
T_SGRWO-4,13,DF,-0.49,-0.98
T_SGRWO-5,13,DF,-0.888,-1.776
T_SGRWO-6,13,DF,-1.445,-2.89
T_SHBA-2,13,DF,-0.23800000000000002,-0.47600000000000003
T_SUTB-1,13,DF,-0.4,-0.8
T_SVRP-10,13,DF,-0.3,-0.6
T_SVRP-20,13,DF,-0.2,-0.4
T_TKNWW-1,13,DF,-0.002,-0.004
T_TORN-D,13,DF,-25.264,-50.528
T_TSREP-1,13,DF,-1.061,-2.122
T_WBURB-43,13,DF,-0.403,-0.806
T_WHILW-1,13,DF,-0.8250000000000001,-1.6500000000000001
T_WHILW-2,13,DF,-0.332,-0.664
T_WTMSO-1,13,DF,-1.499,-2.998
T_BLLA-1,14,DF,-0.211,-0.422
T_BPGRD-1,14,DF,-26.201,-52.402
T_CASKD-1,14,DF,-0.22,-0.44
T_CNQPS-1,14,DF,-1.008,-2.016
T_CNQPS-3,14,DF,-2.457,-4.914
T_CNQPS-4,14,DF,-1.764,-3.528
T_COSO-1,14,DF,-1.045,-2.09
T_CRGHD-1,14,DF,-0.003,-0.006
T_DALQW-1,14,DF,-0.079,-0.158
T_DAMC-1,14,DF,-1.96,-3.92
T_DIDCB6,14,DF,-0.65,-1.3
T_DINO-3,14,DF,-0.65,-1.3
T_DINO-5,14,DF,-0.7000000000000001,-1.4000000000000001
T_DNLWW-1,14,DF,-0.025,-0.05
T_DOUGW-1,14,DF,-0.244,-0.488
T_EWHLW-1,14,DF,-0.181,-0.362
T_FASN-1,14,DF,-0.003,-0.006
T_FASN-2,14,DF,-0.001,-0.002
T_FERGD-1,14,DF,-0.057,-0.114
T_FERGD-2,14,DF,-0.889,-1.778
T_FFES-1,14,DF,-0.617,-1.234
T_FFES-3,14,DF,-0.01,-0.02
T_FFES-4,14,DF,-0.79,-1.58
T_FOYED-1,14,DF,-0.527,-1.054
T_GANW-11,14,DF,-0.366,-0.732
T_GANW-13,14,DF,-0.11,-0.22
T_GANW-22,14,DF,-0.38,-0.76
T_GANW-24,14,DF,-0.35000000000000003,-0.7000000000000001
T_GRAI-7,14,DF,-0.25,-0.5
T_GRGBW-1,14,DF,-0.985,-1.97
T_GRGBW-2,14,DF,-0.647,-1.294
T_GRGBW-3,14,DF,-0.9450000000000001,-1.8900000000000001
T_GYMRD-16,14,DF,-0.001,-0.002
T_GYMRD-E11,14,DF,-0.002,-0.004
T_GYMRD-W11,14,DF,-0.005,-0.01
T_HADHW-1,14,DF,-0.20800000000000002,-0.41600000000000004
T_HEYM2-D,14,DF,-13.728,-27.456
T_HEYM28,14,DF,-1.116,-2.232
T_HMGTO-1,14,DF,-0.559,-1.118
T_HMGTO-2,14,DF,-0.447,-0.894
T_HOWAO-1,14,DF,-1.337,-2.674
T_HOWAO-2,14,DF,-2.539,-5.078
T_HOWAO-3,14,DF,-2.454,-4.908
T_HOWBO-1,14,DF,-1.803,-3.606
T_HRTL-2,14,DF,-1.6280000000000001,-3.2560000000000002
T_HUMRD-1,14,DF,-25.04,-50.08
T_INDQ-1,14,DF,-1.045,-2.09
T_KEAD-1,14,DF,-0.92,-1.84
T_KEADGT-3,14,DF,-0.08,-0.16
T_KILLPG-1,14,DF,-0.376,-0.752
T_KILLPG-2,14,DF,-0.275,-0.55
T_LAGA-1,14,DF,-0.5,-1.0
T_LBAR-1G,14,DF,-0.01,-0.02
T_LNCSW-1,14,DF,-0.462,-0.924
T_LNCSW-2,14,DF,-0.53,-1.06
T_MIDMW-1,14,DF,-0.07200000000000001,-0.14400000000000002
T_MOWEO-1,14,DF,-0.002,-0.004
T_MRWD-1,14,DF,-0.3,-0.6
T_PNYCB-1,14,DF,-0.01,-0.02
T_ROCK-1,14,DF,-1.5,-3.0
T_RREW-1,14,DF,-0.19,-0.38
T_SCCL-4,14,DF,-24.27,-48.54
T_SEEL-1,14,DF,-0.185,-0.37
T_SGRWO-3,14,DF,-0.5760000000000001,-1.1520000000000001
T_SGRWO-4,14,DF,-0.49,-0.98
T_SGRWO-5,14,DF,-0.885,-1.77
T_SGRWO-6,14,DF,-1.451,-2.902
T_SHBA-2,14,DF,-0.23700000000000002,-0.47400000000000003
T_STLGW-2,14,DF,-0.036000000000000004,-0.07200000000000001
T_SUTB-1,14,DF,-0.4,-0.8
T_SVRP-10,14,DF,-0.25,-0.5
T_SVRP-20,14,DF,-0.2,-0.4
T_TKNWW-1,14,DF,-0.002,-0.004
T_TORN-D,14,DF,-25.296,-50.592
T_TSREP-1,14,DF,-1.1219999999999999,-2.2439999999999998
T_WBURB-41,14,DF,-0.15,-0.3
T_WBURB-43,14,DF,-0.089,-0.178
T_WHILW-2,14,DF,-0.313,-0.626
T_WTMSO-1,14,DF,-1.514,-3.028
T_BLLA-1,15,DF,-0.169,-0.338
T_BPGRD-1,15,DF,-26.185,-52.37
T_CASKD-1,15,DF,-0.76,-1.52
T_CNQPS-1,15,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,15,DF,-2.394,-4.788
T_CNQPS-4,15,DF,-1.764,-3.528
T_COSO-1,15,DF,-0.999,-1.998
T_CRGHD-1,15,DF,-0.003,-0.006
T_DALQW-1,15,DF,-0.055,-0.11
T_DAMC-1,15,DF,-1.96,-3.92
T_DIDCB6,15,DF,-0.6,-1.2
T_DINO-3,15,DF,-0.65,-1.3
T_DINO-5,15,DF,-0.7000000000000001,-1.4000000000000001
T_DNLWW-1,15,DF,-0.003,-0.006
T_DOUGW-1,15,DF,-0.23800000000000002,-0.47600000000000003
T_EDINW-1,15,DF,-0.005,-0.01
T_EWHLW-1,15,DF,-0.184,-0.368
T_FASN-1,15,DF,-0.003,-0.006
T_FASN-2,15,DF,-0.001,-0.002
T_FERGD-1,15,DF,-0.279,-0.558
T_FERGD-2,15,DF,-0.761,-1.522
T_FFES-3,15,DF,-0.02,-0.04
T_FFES-4,15,DF,-0.8,-1.6
T_FOYE-1,15,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,15,DF,-0.549,-1.098
T_FSDLW-1,15,DF,-0.007,-0.014
T_GANW-11,15,DF,-0.047,-0.094
T_GANW-22,15,DF,-0.37,-0.74
T_GANW-24,15,DF,-0.28,-0.56
T_GRAI-7,15,DF,-0.3,-0.6
T_GYMRD-16,15,DF,-0.001,-0.002
T_GYMRD-E11,15,DF,-0.002,-0.004
T_GYMRD-W11,15,DF,-0.006,-0.012
T_HADHW-1,15,DF,-0.215,-0.43
T_HEYM2-D,15,DF,-13.784,-27.568
T_HEYM28,15,DF,-1.116,-2.232
T_HMGTO-1,15,DF,-0.47900000000000004,-0.9580000000000001
T_HMGTO-2,15,DF,-0.393,-0.786
T_HOWAO-2,15,DF,-2.415,-4.83
T_HOWAO-3,15,DF,-2.422,-4.844
T_HOWBO-1,15,DF,-1.2850000000000001,-2.5700000000000003
T_HRTL-2,15,DF,-1.6320000000000001,-3.2640000000000002
T_HUMRD-1,15,DF,-25.09,-50.18
T_INDQ-1,15,DF,-1.04,-2.08
T_KEAD-1,15,DF,-0.915,-1.83
T_KEADGT-3,15,DF,-0.085,-0.17
T_KILLPG-1,15,DF,-0.375,-0.75
T_KILLPG-2,15,DF,-0.272,-0.544
T_LAGA-1,15,DF,-0.5,-1.0
T_LBAR-1G,15,DF,-0.01,-0.02
T_LNCSW-1,15,DF,-0.465,-0.93
T_LNCSW-2,15,DF,-0.542,-1.084
T_MIDMW-1,15,DF,-0.099,-0.198
T_MOWEO-1,15,DF,-0.002,-0.004
T_MRWD-1,15,DF,-0.4,-0.8
T_MYGPW-1,15,DF,-0.033,-0.066
T_PNYCB-1,15,DF,-0.01,-0.02
T_RCBKO-1,15,DF,-1.204,-2.408
T_RCBKO-2,15,DF,-1.003,-2.006
T_ROCK-1,15,DF,-1.6,-3.2
T_SCCL-4,15,DF,-24.29,-48.58
T_SEEL-1,15,DF,-0.17,-0.34
T_SGRWO-3,15,DF,-0.578,-1.156
T_SGRWO-4,15,DF,-0.49,-0.98
T_SGRWO-5,15,DF,-0.888,-1.776
T_SGRWO-6,15,DF,-1.451,-2.902
T_SHBA-2,15,DF,-0.241,-0.482
T_SUTB-1,15,DF,-0.4,-0.8
T_SVRP-10,15,DF,-0.3,-0.6
T_SVRP-20,15,DF,-0.2,-0.4
T_TKNWW-1,15,DF,-0.002,-0.004
T_TORN-D,15,DF,-25.276,-50.552
T_TSREP-1,15,DF,-1.18,-2.36
T_WHILW-1,15,DF,-0.41500000000000004,-0.8300000000000001
T_WHILW-2,15,DF,-0.318,-0.636
T_WTMSO-1,15,DF,-1.4969999999999999,-2.9939999999999998
T_BPGRD-1,16,DF,-26.21,-52.42
T_CASKD-1,16,DF,-0.99,-1.98
T_CNQPS-1,16,DF,-1.008,-2.016
T_CNQPS-3,16,DF,-2.457,-4.914
T_CNQPS-4,16,DF,-1.701,-3.402
T_COSO-1,16,DF,-0.961,-1.922
T_CRGHD-1,16,DF,-0.003,-0.006
T_DAMC-1,16,DF,-1.96,-3.92
T_DIDCB6,16,DF,-0.65,-1.3
T_DINO-3,16,DF,-0.65,-1.3
T_DINO-5,16,DF,-0.7000000000000001,-1.4000000000000001
T_DNLWW-1,16,DF,-0.029,-0.058
T_DOUGW-1,16,DF,-0.177,-0.354
T_EWHLW-1,16,DF,-0.181,-0.362
T_FASN-1,16,DF,-0.003,-0.006
T_FASN-2,16,DF,-0.001,-0.002
T_FERGD-1,16,DF,-0.304,-0.608
T_FERGD-2,16,DF,-0.8270000000000001,-1.6540000000000001
T_FFES-3,16,DF,-0.01,-0.02
T_FFES-4,16,DF,-0.8,-1.6
T_FOYE-1,16,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,16,DF,-0.501,-1.002
T_GRAI-7,16,DF,-0.25,-0.5
T_GYMRD-16,16,DF,-0.001,-0.002
T_GYMRD-E11,16,DF,-0.002,-0.004
T_GYMRD-W11,16,DF,-0.005,-0.01
T_HADHW-1,16,DF,-0.198,-0.396
T_HEYM2-D,16,DF,-13.812,-27.624
T_HEYM28,16,DF,-1.1360000000000001,-2.2720000000000002
T_HMGTO-1,16,DF,-0.387,-0.774
T_HMGTO-2,16,DF,-0.381,-0.762
T_HOWAO-1,16,DF,-0.611,-1.222
T_HOWAO-2,16,DF,-2.45,-4.9
T_HOWAO-3,16,DF,-2.002,-4.004
T_HOWBO-1,16,DF,-0.914,-1.828
T_HOWBO-2,16,DF,-0.901,-1.802
T_HOWBO-3,16,DF,-0.706,-1.412
T_HRTL-2,16,DF,-1.6400000000000001,-3.2800000000000002
T_HUMRD-1,16,DF,-25.13,-50.26
T_INDQ-1,16,DF,-1.035,-2.07
T_KEAD-1,16,DF,-0.97,-1.94
T_KEADGT-3,16,DF,-0.08,-0.16
T_KILLPG-1,16,DF,-0.376,-0.752
T_KILLPG-2,16,DF,-0.274,-0.548
T_KTHLW-1,16,DF,-0.003,-0.006
T_LAGA-1,16,DF,-0.5,-1.0
T_LBAR-1G,16,DF,-0.01,-0.02
T_LNCSW-1,16,DF,-0.47800000000000004,-0.9560000000000001
T_LNCSW-2,16,DF,-0.577,-1.154
T_MOWEO-1,16,DF,-0.002,-0.004
T_MRWD-1,16,DF,-0.3,-0.6
T_MYGPW-1,16,DF,-0.006,-0.012
T_PNYCB-1,16,DF,-0.015,-0.03
T_RCBKO-1,16,DF,-1.194,-2.388
T_RCBKO-2,16,DF,-1.163,-2.326
T_ROCK-1,16,DF,-1.5,-3.0
T_SCCL-4,16,DF,-24.34,-48.68
T_SEEL-1,16,DF,-0.171,-0.342
T_SGRWO-3,16,DF,-0.578,-1.156
T_SGRWO-4,16,DF,-0.492,-0.984
T_SGRWO-5,16,DF,-0.889,-1.778
T_SGRWO-6,16,DF,-1.447,-2.894
T_SHBA-2,16,DF,-0.241,-0.482
T_SHRSW-1,16,DF,-0.431,-0.862
T_SHRSW-2,16,DF,-0.359,-0.718
T_SUTB-1,16,DF,-0.5,-1.0
T_SVRP-10,16,DF,-0.25,-0.5
T_SVRP-20,16,DF,-0.2,-0.4
T_TKNWW-1,16,DF,-0.002,-0.004
T_TORN-D,16,DF,-25.328,-50.656
T_TSREP-1,16,DF,-1.109,-2.218
T_WBURB-41,16,DF,-0.062,-0.124
T_WBURB-43,16,DF,-0.14200000000000002,-0.28400000000000003
T_WHILW-1,16,DF,-0.835,-1.67
T_WHILW-2,16,DF,-0.306,-0.612
T_WTMSO-1,16,DF,-1.496,-2.992
T_BLLA-1,17,DF,-0.23700000000000002,-0.47400000000000003
T_BLLA-2,17,DF,-0.10400000000000001,-0.20800000000000002
T_BPGRD-1,17,DF,-26.552,-53.104
T_CASKD-1,17,DF,-0.6,-1.2
T_CNQPS-1,17,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,17,DF,-2.457,-4.914
T_CNQPS-4,17,DF,-1.764,-3.528
T_COSO-1,17,DF,-1.0,-2.0
T_CRGHD-1,17,DF,-0.003,-0.006
T_DAMC-1,17,DF,-1.97,-3.94
T_DIDCB6,17,DF,-0.65,-1.3
T_DINO-3,17,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-5,17,DF,-0.7000000000000001,-1.4000000000000001
T_EWHLW-1,17,DF,-0.186,-0.372
T_FASN-1,17,DF,-0.003,-0.006
T_FASN-2,17,DF,-0.001,-0.002
T_FERGD-1,17,DF,-0.322,-0.644
T_FERGD-2,17,DF,-0.838,-1.676
T_FFES-1,17,DF,-0.616,-1.232
T_FFES-2,17,DF,-0.646,-1.292
T_FFES-3,17,DF,-0.02,-0.04
T_FFES-4,17,DF,-0.79,-1.58
T_FOYE-1,17,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,17,DF,-0.494,-0.988
T_GRAI-7,17,DF,-0.3,-0.6
T_GYMRD-16,17,DF,-0.001,-0.002
T_GYMRD-E11,17,DF,-0.002,-0.004
T_GYMRD-W11,17,DF,-0.006,-0.012
T_HADHW-1,17,DF,-0.182,-0.364
T_HEYM2-D,17,DF,-13.904,-27.808
T_HEYM28,17,DF,-1.124,-2.248
T_HMGTO-1,17,DF,-0.45,-0.9
T_HMGTO-2,17,DF,-0.402,-0.804
T_HOWAO-1,17,DF,-2.475,-4.95
T_HOWAO-2,17,DF,-2.5220000000000002,-5.0440000000000005
T_HOWAO-3,17,DF,-2.279,-4.558
T_HOWBO-1,17,DF,-1.201,-2.402
T_HOWBO-2,17,DF,-1.9649999999999999,-3.9299999999999997
T_HOWBO-3,17,DF,-1.512,-3.024
T_HRTL-2,17,DF,-1.6520000000000001,-3.3040000000000003
T_HUMRD-1,17,DF,-25.22,-50.44
T_INDQ-1,17,DF,-1.05,-2.1
T_KEAD-1,17,DF,-0.92,-1.84
T_KEADGT-3,17,DF,-0.08,-0.16
T_KILLPG-1,17,DF,-0.373,-0.746
T_KILLPG-2,17,DF,-0.271,-0.542
T_LAGA-1,17,DF,-0.5,-1.0
T_LBAR-1G,17,DF,-0.01,-0.02
T_LNCSW-1,17,DF,-0.468,-0.936
T_LNCSW-2,17,DF,-0.614,-1.228
T_MOWEO-1,17,DF,-0.002,-0.004
T_MRWD-1,17,DF,-0.4,-0.8
T_MYGPW-1,17,DF,-0.047,-0.094
T_PNYCB-1,17,DF,-0.01,-0.02
T_RCBKO-1,17,DF,-1.163,-2.326
T_RCBKO-2,17,DF,-1.1360000000000001,-2.2720000000000002
T_ROCK-1,17,DF,-1.6,-3.2
T_SCCL-4,17,DF,-24.53,-49.06
T_SEEL-1,17,DF,-0.17300000000000001,-0.34600000000000003
T_SGRWO-3,17,DF,-0.581,-1.162
T_SGRWO-4,17,DF,-0.489,-0.978
T_SGRWO-5,17,DF,-0.885,-1.77
T_SGRWO-6,17,DF,-1.444,-2.888
T_SHBA-2,17,DF,-0.24,-0.48
T_SHRSW-1,17,DF,-0.396,-0.792
T_SHRSW-2,17,DF,-0.387,-0.774
T_SUTB-1,17,DF,-0.5,-1.0
T_SVRP-10,17,DF,-0.25,-0.5
T_SVRP-20,17,DF,-0.2,-0.4
T_TKNEW-1,17,DF,-2.519,-5.038
T_TKNWW-1,17,DF,-0.002,-0.004
T_TORN-D,17,DF,-25.5,-51.0
T_TSREP-1,17,DF,-1.086,-2.172
T_WBURB-41,17,DF,-0.432,-0.864
T_WBURB-43,17,DF,-0.417,-0.834
T_WHILW-1,17,DF,-0.5750000000000001,-1.1500000000000001
T_WHILW-2,17,DF,-0.312,-0.624
T_WTMSO-1,17,DF,-1.5150000000000001,-3.0300000000000002
T_AKGLW-2,18,DF,-0.131,-0.262
T_AKGLW-3,18,DF,-0.139,-0.278
T_BLLA-1,18,DF,-0.267,-0.534
T_BLLA-2,18,DF,-0.084,-0.168
T_BPGRD-1,18,DF,-26.623,-53.246
T_CASKD-1,18,DF,-0.71,-1.42
T_CNQPS-1,18,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,18,DF,-2.457,-4.914
T_CNQPS-4,18,DF,-1.764,-3.528
T_COSO-1,18,DF,-1.05,-2.1
T_CRGHD-1,18,DF,-0.003,-0.006
T_CRYRW-3,18,DF,-0.096,-0.192
T_DALQW-1,18,DF,-0.055,-0.11
T_DAMC-1,18,DF,-2.345,-4.69
T_DIDCB6,18,DF,-0.6,-1.2
T_DINO-3,18,DF,-0.7000000000000001,-1.4000000000000001
T_DINO-5,18,DF,-0.8,-1.6
T_DNLWW-1,18,DF,-0.078,-0.156
T_DOUGW-1,18,DF,-0.159,-0.318
T_EAAO-1,18,DF,-0.034,-0.068
T_EAAO-2,18,DF,-0.514,-1.028
T_EWHLW-1,18,DF,-0.179,-0.358
T_FASN-1,18,DF,-0.003,-0.006
T_FASN-2,18,DF,-0.001,-0.002
T_FERGD-1,18,DF,-0.375,-0.75
T_FERGD-2,18,DF,-0.9430000000000001,-1.8860000000000001
T_FFES-1,18,DF,-0.617,-1.234
T_FFES-2,18,DF,-0.249,-0.498
T_FFES-3,18,DF,-0.01,-0.02
T_FFES-4,18,DF,-0.8,-1.6
T_FOYE-1,18,DF,-1.0,-2.0
T_FOYED-1,18,DF,-0.52,-1.04
T_GRAI-7,18,DF,-0.25,-0.5
T_GYMRD-16,18,DF,-0.001,-0.002
T_GYMRD-E11,18,DF,-0.002,-0.004
T_GYMRD-W11,18,DF,-0.006,-0.012
T_HADHW-1,18,DF,-0.203,-0.406
T_HEYM2-D,18,DF,-13.892,-27.784
T_HEYM28,18,DF,-1.12,-2.24
T_HMGTO-1,18,DF,-0.079,-0.158
T_HOWAO-1,18,DF,-2.115,-4.23
T_HOWAO-2,18,DF,-2.51,-5.02
T_HOWAO-3,18,DF,-2.205,-4.41
T_HOWBO-1,18,DF,-0.687,-1.374
T_HOWBO-2,18,DF,-1.271,-2.542
T_HRTL-2,18,DF,-1.6480000000000001,-3.2960000000000003
T_HUMRD-1,18,DF,-24.44,-48.88
T_INDQ-1,18,DF,-1.045,-2.09
T_KEAD-1,18,DF,-0.92,-1.84
T_KEADGT-3,18,DF,-0.08,-0.16
T_KILLPG-1,18,DF,-0.374,-0.748
T_KILLPG-2,18,DF,-0.272,-0.544
T_KTHLW-1,18,DF,-0.016,-0.032
T_LAGA-1,18,DF,-0.5,-1.0
T_LNCSW-1,18,DF,-0.47700000000000004,-0.9540000000000001
T_LNCSW-2,18,DF,-0.577,-1.154
T_MOWEO-1,18,DF,-0.002,-0.004
T_MRWD-1,18,DF,-0.5,-1.0
T_MYGPW-1,18,DF,-0.002,-0.004
T_PNYCB-1,18,DF,-0.01,-0.02
T_RCBKO-1,18,DF,-1.118,-2.236
T_RCBKO-2,18,DF,-1.072,-2.144
T_ROCK-1,18,DF,-1.1,-2.2
T_SCCL-4,18,DF,-24.58,-49.16
T_SEEL-1,18,DF,-0.326,-0.652
T_SGRWO-3,18,DF,-0.579,-1.158
T_SGRWO-4,18,DF,-0.487,-0.974
T_SGRWO-5,18,DF,-0.882,-1.764
T_SGRWO-6,18,DF,-1.433,-2.866
T_SHBA-2,18,DF,-0.241,-0.482
T_SHRSW-1,18,DF,-0.383,-0.766
T_SHRSW-2,18,DF,-0.373,-0.746
T_SUTB-1,18,DF,-0.5,-1.0
T_SVRP-10,18,DF,-0.3,-0.6
T_SVRP-20,18,DF,-0.2,-0.4
T_TDBNW-1,18,DF,-0.044,-0.088
T_TKNEW-1,18,DF,-2.074,-4.148
T_TKNWW-1,18,DF,-0.002,-0.004
T_TORN-D,18,DF,-25.488,-50.976
T_TSREP-1,18,DF,-1.045,-2.09
T_WBURB-41,18,DF,-0.318,-0.636
T_WBURB-43,18,DF,-0.321,-0.642
T_WHILW-2,18,DF,-0.305,-0.61
T_WTMSO-1,18,DF,-1.473,-2.946
T_AKGLW-2,19,DF,-0.145,-0.29
T_AKGLW-3,19,DF,-0.14100000000000001,-0.28200000000000003
T_BLLA-1,19,DF,-0.254,-0.508
T_BLLA-2,19,DF,-0.073,-0.146
T_BPGRD-1,19,DF,-26.662,-53.324
T_CASKD-1,19,DF,-1.8599999999999999,-3.7199999999999998
T_CNQPS-1,19,DF,-0.9450000000000001,-1.8900000000000001
T_CNQPS-3,19,DF,-2.457,-4.914
T_CNQPS-4,19,DF,-1.764,-3.528
T_COSO-1,19,DF,-1.058,-2.116
T_CRGHD-1,19,DF,-0.003,-0.006
T_CRYRW-3,19,DF,-0.096,-0.192
T_DDGNO-1,19,DF,-0.418,-0.836
T_DDGNO-2,19,DF,-0.483,-0.966
T_DDGNO-3,19,DF,-0.289,-0.578
T_DDGNO-4,19,DF,-0.34500000000000003,-0.6900000000000001
T_DIDCB6,19,DF,-0.65,-1.3
T_DINO-3,19,DF,-0.75,-1.5
T_DINO-5,19,DF,-0.7000000000000001,-1.4000000000000001
T_DOUGW-1,19,DF,-0.065,-0.13
T_EAAO-1,19,DF,-1.2770000000000001,-2.5540000000000003
T_EAAO-2,19,DF,-0.922,-1.844
T_EWHLW-1,19,DF,-0.171,-0.342
T_FASN-1,19,DF,-0.003,-0.006
T_FASN-2,19,DF,-0.001,-0.002
T_FERGD-1,19,DF,-0.422,-0.844
T_FERGD-2,19,DF,-0.794,-1.588
T_FFES-1,19,DF,-0.608,-1.216
T_FFES-2,19,DF,-0.011,-0.022
T_FFES-3,19,DF,-0.02,-0.04
T_FFES-4,19,DF,-0.79,-1.58
T_FOYE-1,19,DF,-0.9500000000000001,-1.9000000000000001
T_FOYED-1,19,DF,-0.529,-1.058
T_GRAI-7,19,DF,-0.3,-0.6
T_GYMRD-16,19,DF,-0.001,-0.002
T_GYMRD-E11,19,DF,-0.001,-0.002
T_GYMRD-W11,19,DF,-0.005,-0.01
T_HADHW-1,19,DF,-0.15,-0.3
T_HEYM2-D,19,DF,-13.836,-27.672
T_HEYM28,19,DF,-1.12,-2.24
T_HOWAO-2,19,DF,-0.926,-1.852
T_HOWAO-3,19,DF,-1.702,-3.404
T_HOWBO-2,19,DF,-1.6179999999999999,-3.2359999999999998
T_HOWBO-3,19,DF,-0.81,-1.62
T_HRSTW-1,19,DF,-0.218,-0.436
T_HRTL-2,19,DF,-1.6440000000000001,-3.2880000000000003
T_HUMRD-1,19,DF,-23.82,-47.64
T_INDQ-1,19,DF,-1.03,-2.06
T_KEAD-1,19,DF,-0.92,-1.84
T_KEADGT-3,19,DF,-0.08,-0.16
T_KILLPG-1,19,DF,-0.387,-0.774
T_KILLPG-2,19,DF,-0.28300000000000003,-0.5660000000000001
T_LAGA-1,19,DF,-0.6,-1.2
T_LBAR-1G,19,DF,-0.01,-0.02
T_LNCSW-1,19,DF,-0.466,-0.932
T_LNCSW-2,19,DF,-0.536,-1.072
T_MOWEO-1,19,DF,-0.002,-0.004
