source_settlement_period,target_settlement_period,L1_cost_MW,pair_id,january_day,july_day,primary_ordinal_pair,universe
8,5,17388.34,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
9,24,17168.348,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
10,26,17589.74,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
11,4,16616.77,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
12,2,16336.882,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
13,3,17395.848,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
14,23,18170.034,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
15,20,17499.976,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
16,12,18018.584,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
17,29,19509.474,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
18,22,19677.256,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
19,19,20209.114,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
20,21,19947.57,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
21,18,20334.28,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
22,39,19549.604,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
23,45,18859.81,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
24,17,20172.714,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
25,14,19116.71,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
26,16,18839.714,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
27,34,19130.856,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
28,35,18503.364,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
29,36,18056.16,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
30,33,19390.234,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
31,1,18871.23,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
32,15,19451.272,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
33,13,19810.77,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
34,38,20025.11,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
35,37,20509.458,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
36,31,21942.964,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
37,8,22778.844,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
38,28,23122.358,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
39,32,21684.988,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
40,30,21827.066,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
41,43,19202.37,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
42,46,18844.314,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
43,44,17402.846,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
44,41,16880.566,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
45,42,16824.18,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
46,40,16980.454,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
47,47,17687.552,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
48,48,16944.416,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,pairwise_common
1,27,16729.696,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
2,25,17361.9,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
3,11,17159.64,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
4,6,17282.28,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
5,7,17433.812,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
6,10,16836.294,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
7,9,17246.338,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
8,5,17388.25,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
9,24,17127.168,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
10,26,17566.32,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
11,4,16616.67,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
12,2,16336.792,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
13,3,17395.748,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
14,23,18141.694,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
15,20,17463.126,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
16,12,18018.244,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
17,29,19500.814,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
18,22,19649.926,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
19,19,20179.634,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
20,21,19912.67,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
21,18,20307.04,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
22,39,19548.274,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
23,45,18859.72,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
24,17,20148.704,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
25,14,19111.44,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
26,16,18829.844,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
27,34,19126.416,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
28,35,18499.264,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
29,36,18053.36,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
30,33,19386.354,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
31,1,18871.13,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
32,15,19440.152,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
33,13,19808.81,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
34,38,20023.59,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
35,37,20506.418,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
36,31,21932.004,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
37,8,22778.744,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
38,28,23107.208,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
39,32,21674.768,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
40,30,21812.336,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
41,43,19202.27,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
42,46,18844.214,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
43,44,17402.746,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
44,41,16880.526,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
45,42,16824.02,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
46,40,16979.794,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
47,47,17687.452,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
48,48,16944.326,2023-01-25__2023-07-26,2023-01-25,2023-07-26,True,fixed_common_eight_days
