source_settlement_period,target_settlement_period,L1_cost_MW,pair_id,january_day,july_day,primary_ordinal_pair,universe
2,38,27625.616,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
3,4,28130.704,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
4,9,28320.178,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
5,33,27613.104,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
6,3,27930.8,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
7,8,27996.118,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
8,7,28071.318,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
9,12,27759.158,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
10,5,27109.234,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
11,34,25622.934,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
12,1,25729.546,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
13,13,25530.244,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
14,32,24976.64,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
15,26,24929.126,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
16,27,24162.922,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
17,29,24594.508,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
18,43,25655.64,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
19,36,25197.59,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
20,21,25768.782,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
21,23,26385.254,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
22,22,25730.254,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
23,24,26421.534,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
24,10,26814.186,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
25,20,27178.614,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
26,28,26039.54,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
27,15,26895.258,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
28,11,27391.082,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
29,31,26215.134,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
30,30,26442.772,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
31,35,26898.67,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
32,39,27669.578,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
33,44,26808.59,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
34,37,27172.682,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
35,41,27345.528,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
36,40,27622.112,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
37,42,28088.848,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
38,16,27166.306,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
39,19,26736.632,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
40,18,26427.288,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
41,45,26197.228,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
42,14,25064.062,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
43,47,24863.814,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
44,25,24489.002,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
45,46,23571.814,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
46,17,22880.25,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
47,48,24176.942,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
48,6,24355.512,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,pairwise_common
1,2,27604.836,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
2,38,27617.006,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
3,4,28130.614,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
4,9,28320.088,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
5,33,27581.684,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
6,3,27930.7,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
7,8,27996.018,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
8,7,28071.218,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
9,12,27758.698,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
10,5,27109.134,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
11,34,25603.524,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
12,1,25729.456,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
13,13,25529.324,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
14,32,24953.14,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
15,26,24903.036,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
16,27,24129.172,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
17,29,24560.838,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
18,43,25655.5,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
19,36,25180.01,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
20,21,25732.812,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
21,23,26345.714,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
22,22,25702.794,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
23,24,26389.524,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
24,10,26814.086,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
25,20,27159.834,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
26,28,25999.07,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
27,15,26887.928,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
28,11,27390.982,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
29,31,26190.264,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
30,30,26399.832,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
31,35,26885.23,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
32,39,27659.818,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
33,44,26808.42,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
34,37,27159.822,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
35,41,27343.528,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
36,40,27617.472,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
37,42,28088.188,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
38,16,27150.496,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
39,19,26721.272,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
40,18,26407.998,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
41,45,26197.128,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
42,14,25060.362,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
43,47,24863.724,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
44,25,24462.732,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
45,46,23571.714,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
46,17,22857.94,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
47,48,24176.842,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
48,6,24355.412,2023-01-11__2023-07-19,2023-01-11,2023-07-19,False,fixed_common_eight_days
1,40,22025.508,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
2,1,27781.412,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
3,10,26481.562,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
4,9,26489.376,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
5,36,23825.842,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
6,23,28125.356,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
7,7,25948.776,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
8,4,27194.526,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
9,6,25309.592,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
10,8,24722.238,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
11,2,25877.422,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
12,15,25251.45,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
13,17,25463.736,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
14,22,25231.578,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
15,21,24917.358,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
16,19,25692.754,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
17,20,25917.3,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
18,45,20753.56,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
19,37,20839.976,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
20,43,21216.632,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
21,44,21069.97,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
22,46,20374.418,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
23,29,24926.416,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
24,3,25841.508,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
25,28,25593.922,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
26,35,24278.476,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
27,27,26086.42,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
28,47,18775.736,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
29,11,25091.236,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
30,25,26517.472,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
31,13,26339.742,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
32,31,26272.726,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
33,48,18225.276,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
34,41,21050.464,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
35,39,22925.236,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
36,38,22691.344,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
37,42,21568.296,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
38,32,26135.618,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
39,33,25050.096,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
40,34,24589.308,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
41,16,26170.172,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
42,14,24979.978,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
43,18,24935.802,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
44,26,22634.824,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
45,24,22859.096,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
46,30,21183.546,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
47,12,22552.412,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
48,5,22175.438,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,pairwise_common
1,40,22024.848,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
2,1,27781.312,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
3,10,26481.472,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
4,9,26489.276,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
5,36,23823.042,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
6,23,28097.016,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
7,7,25948.686,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
8,4,27194.426,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
9,6,25309.492,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
10,8,24722.138,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
11,2,25877.332,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
12,15,25240.33,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
13,17,25439.726,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
14,22,25204.248,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
15,21,24882.458,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
16,19,25663.274,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
17,20,25880.45,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
18,45,20753.47,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
19,37,20836.936,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
20,43,21216.532,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
21,44,21069.87,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
22,46,20374.318,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
23,29,24917.756,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
24,3,25841.408,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
25,28,25578.772,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
26,35,24274.376,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
27,27,26069.21,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
28,47,18775.636,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
29,11,25091.136,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
30,25,26485.082,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
31,13,26337.782,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
32,31,26261.766,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
33,48,18225.186,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
34,41,21050.424,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
35,39,22923.906,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
36,38,22689.824,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
37,42,21568.136,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
38,32,26125.398,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
39,33,25046.216,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
40,34,24584.868,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
41,16,26160.302,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
42,14,24974.708,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
43,18,24908.562,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
44,26,22611.404,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
45,24,22817.916,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
46,30,21168.816,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
47,12,22552.072,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
48,5,22175.348,2023-01-11__2023-07-26,2023-01-11,2023-07-26,False,fixed_common_eight_days
1,8,16906.206,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
2,7,17994.468,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
3,12,17667.23,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
4,29,17326.936,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
5,31,16594.852,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
6,11,17103.324,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
7,9,17446.938,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
8,10,17211.734,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
9,28,16505.812,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
10,2,18268.244,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
11,1,18304.384,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
12,13,16898.764,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
13,32,18854.692,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
14,27,18900.414,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
15,26,21282.304,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
16,37,20555.09,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
17,39,21490.54,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
18,38,21699.296,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
19,44,21235.114,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
20,18,23155.034,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
21,14,23782.92,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
22,15,23121.41,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
23,36,20736.822,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
24,35,21284.78,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
25,34,23059.346,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
26,25,22504.022,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
27,33,23490.474,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
28,30,23383.516,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
29,46,19049.184,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
30,48,20891.22,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
31,24,22371.88,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
32,23,23594.224,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
33,42,21235.032,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
34,41,21788.164,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
35,43,21499.778,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
36,45,21668.892,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
37,47,22605.118,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
38,40,22152.502,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
39,17,21414.528,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
40,16,20741.982,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
41,22,21369.468,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
42,3,22427.002,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
43,4,22016.37,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
44,5,21011.236,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
45,21,17142.05,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
46,20,15560.224,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
47,19,16250.898,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
48,6,18772.886,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,pairwise_common
1,8,16906.096,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
2,7,17994.368,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
3,12,17667.08,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
4,29,17312.966,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
5,31,16551.332,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
6,11,17103.214,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
7,9,17446.838,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
8,10,17211.624,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
9,28,16489.052,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
10,2,18268.144,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
11,1,18304.284,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
12,13,16897.814,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
13,32,18814.702,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
14,27,18894.504,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
15,26,21263.524,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
16,37,20532.25,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
17,39,21480.74,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
18,38,21682.816,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
19,44,21234.944,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
20,18,23154.914,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
21,14,23780.26,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
22,15,23116.76,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
23,36,20718.072,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
24,35,21263.37,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
25,34,23019.076,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
26,25,22479.622,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
27,33,23458.014,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
28,30,23352.626,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
29,46,19049.094,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
30,48,20891.12,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
31,24,22347.56,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
32,23,23556.104,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
33,42,21234.252,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
34,41,21786.124,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
35,43,21499.738,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
36,45,21668.752,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
37,47,22605.018,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
38,40,22147.652,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
39,17,21409.388,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
40,16,20730.562,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
41,22,21334.358,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
42,3,22426.892,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
43,4,22016.27,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
44,5,21011.136,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
45,21,17098.46,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
46,20,15544.104,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
47,19,16250.808,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
48,6,18772.776,2023-01-18__2023-07-05,2023-01-18,2023-07-05,False,fixed_common_eight_days
1,32,16638.01,2023-01-18__2023-07-12,2023-01-18,2023-07-12,False,pairwise_common
2,9,17729.8,2023-01-18__2023-07-12,2023-01-18,2023-07-12,False,pairwise_common
3,10,17908.582,2023-01-18__2023-07-12,2023-01-18,2023-07-12,False,pairwise_common
